,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8658120
station_name,"Wilmington, NC"
station_code,8658120
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8658120:A1
lon,-77.9536
lat,34.2275
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
