,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8658163
station_name,"Wrightsville Beach, NC"
station_code,8658163
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8658163:A1
lon,-77.7867
lat,34.2133
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
