,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9752695
station_name,"Esperanza, Vieques Island, PR"
station_code,9752695
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9752695:A1
lon,-65.4714
lat,18.0939
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
