,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9752235
station_name,"Culebra, PR"
station_code,9752235
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9752235:NT
lon,-65.3025
lat,18.3009
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
