,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8723970
station_name,"Vaca Key, Florida Bay, FL"
station_code,8723970
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8723970:A1
lon,-81.1065
lat,24.711
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
