,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9751401
station_name,"Lime Tree Bay, VI"
station_code,9751401
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9751401:Y1
lon,-64.7538
lat,17.6947
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
