,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8662245
station_name,"Oyster Landing (N Inlet Estuary), SC"
station_code,8662245
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8662245:A1
lon,-79.1867
lat,33.3517
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
