,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8661070
station_name,"Springmaid Pier, SC"
station_code,8661070
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8661070:Y1
lon,-78.9183
lat,33.655
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
