,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8724580
station_name,"Key West, FL"
station_code,8724580
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8724580:Y1
lon,-81.8081
lat,24.5508
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
