,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8726384
station_name,"Port Manatee, FL"
station_code,8726384
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8726384:A1
lon,-82.5625
lat,27.6383
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
