,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9752619
station_name,"Isabel Segunda, Vieques Island, PR"
station_code,9752619
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9752619:A1
lon,-65.4439
lat,18.1525
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
