,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9757809
station_name,"Arecibo, PR"
station_code,9757809
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9757809:A1
lon,-66.7024
lat,18.4805
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
