,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8637689
station_name,"Yorktown USCG Training Center, VA"
station_code,8637689
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8637689:A1
lon,-76.4788
lat,37.2265
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
