,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8725520
station_name,"Fort Myers, Caloosahatchee River, FL"
station_code,8725520
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8725520:Y1
lon,-81.871
lat,26.648
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
