,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8726607
station_name,"Old Port Tampa, FL"
station_code,8726607
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8726607:A1
lon,-82.5528
lat,27.8578
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
