,0
lon,-64.694999999999993
station_code,2695535
standard_name,water_surface_height_above_reference_datum
units,meters
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:2695535
lat,32.369999999999997
station_name,Bermuda Biological Station
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:2695535:N1
