,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9759394
station_name,"Mayaguez, PR"
station_code,9759394
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9759394:Y1
lon,-67.1625
lat,18.219
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
