,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8721604
station_name,"Trident Pier, Port Canaveral, FL"
station_code,8721604
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8721604:Y1
lon,-80.5931
lat,28.4158
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
