,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8720226
station_name,"Southbank Riverwalk, St Johns River, FL"
station_code,8720226
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8720226:Y1
lon,-81.6591
lat,30.3205
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
