,0
station,urn:ioos:station:wmo:41002
station_name,SOUTH HATTERAS - 225 NM South of Cape Hatteras
station_code,41002
sensor,urn:ioos:sensor:wmo:41002::anemometer1
lon,-74.921
lat,31.886999999999997
depth,-3.8
