date_time,wind_from_direction (degree),wind_speed (m/s),wind_speed_of_gust (m/s),upward_air_velocity (m/s)
2016-09-24 15:50:00+00:00,20.0,8.0,10.0,
2016-09-24 16:50:00+00:00,10.0,6.0,7.0,
2016-09-24 17:50:00+00:00,20.0,6.0,7.0,
2016-09-24 18:50:00+00:00,20.0,5.0,7.0,
2016-09-24 19:50:00+00:00,20.0,6.0,7.0,
2016-09-24 20:50:00+00:00,40.0,6.0,7.0,
2016-09-24 21:50:00+00:00,50.0,6.0,7.0,
2016-09-24 22:50:00+00:00,50.0,5.0,6.0,
2016-09-24 23:50:00+00:00,70.0,5.0,5.0,
2016-09-25 00:50:00+00:00,70.0,4.0,5.0,
2016-09-25 01:50:00+00:00,70.0,4.0,5.0,
2016-09-25 02:50:00+00:00,60.0,4.0,5.0,
2016-09-25 03:50:00+00:00,60.0,4.0,5.0,
2016-09-25 04:50:00+00:00,60.0,4.0,5.0,
2016-09-25 05:50:00+00:00,50.0,5.0,6.0,
2016-09-25 06:50:00+00:00,50.0,5.0,6.0,
2016-09-25 07:50:00+00:00,50.0,5.0,6.0,
2016-09-25 08:50:00+00:00,50.0,5.0,6.0,
2016-09-25 09:50:00+00:00,40.0,6.0,7.0,
2016-09-25 10:50:00+00:00,50.0,6.0,7.0,
2016-09-25 11:50:00+00:00,50.0,6.0,7.0,
2016-09-25 12:50:00+00:00,50.0,7.0,8.0,
2016-09-25 13:50:00+00:00,50.0,7.0,9.0,
2016-09-25 14:50:00+00:00,60.0,7.0,9.0,
2016-09-25 15:50:00+00:00,50.0,8.0,9.0,
2016-09-25 16:50:00+00:00,50.0,8.0,9.0,
2016-09-25 17:50:00+00:00,60.0,8.0,9.0,
2016-09-25 18:50:00+00:00,60.0,7.0,9.0,
2016-09-25 19:50:00+00:00,60.0,8.0,9.0,
2016-09-25 20:50:00+00:00,60.0,8.0,10.0,
2016-09-25 21:50:00+00:00,60.0,8.0,10.0,
2016-09-25 22:50:00+00:00,70.0,9.0,10.0,
2016-09-25 23:50:00+00:00,70.0,9.0,10.0,
2016-09-26 00:50:00+00:00,70.0,8.0,10.0,
2016-09-26 01:50:00+00:00,70.0,8.0,10.0,
2016-09-26 02:50:00+00:00,60.0,9.0,11.0,
2016-09-26 03:50:00+00:00,70.0,10.0,12.0,
2016-09-26 04:50:00+00:00,70.0,10.0,12.0,
2016-09-26 05:50:00+00:00,100.0,8.0,11.0,
2016-09-26 06:50:00+00:00,90.0,4.0,7.0,
2016-09-26 07:50:00+00:00,80.0,8.0,10.0,
2016-09-26 08:50:00+00:00,90.0,8.0,9.0,
2016-09-26 09:50:00+00:00,70.0,5.0,6.0,
2016-09-26 10:50:00+00:00,100.0,6.0,7.0,
2016-09-26 11:50:00+00:00,80.0,5.0,7.0,
2016-09-26 12:50:00+00:00,60.0,6.0,7.0,
2016-09-26 13:50:00+00:00,150.0,3.0,4.0,
2016-09-26 14:50:00+00:00,160.0,8.0,9.0,
2016-09-26 15:50:00+00:00,120.0,4.0,4.0,
2016-09-26 16:50:00+00:00,120.0,7.0,9.0,
