date_time,wind_from_direction (degree),wind_speed (m/s),wind_speed_of_gust (m/s),upward_air_velocity (m/s)
2016-09-24 15:50:00+00:00,340.0,4.0,5.0,
2016-09-24 16:50:00+00:00,350.0,4.0,5.0,
2016-09-24 17:50:00+00:00,20.0,4.0,5.0,
2016-09-24 18:50:00+00:00,20.0,4.0,5.0,
2016-09-24 19:50:00+00:00,30.0,4.0,5.0,
2016-09-24 20:50:00+00:00,50.0,3.0,4.0,
2016-09-24 21:50:00+00:00,60.0,3.0,4.0,
2016-09-24 22:50:00+00:00,80.0,3.0,4.0,
2016-09-24 23:50:00+00:00,90.0,3.0,4.0,
2016-09-25 00:50:00+00:00,80.0,3.0,4.0,
2016-09-25 01:50:00+00:00,80.0,3.0,4.0,
2016-09-25 02:50:00+00:00,80.0,3.0,4.0,
2016-09-25 03:50:00+00:00,80.0,2.0,3.0,
2016-09-25 04:50:00+00:00,90.0,2.0,3.0,
2016-09-25 05:50:00+00:00,80.0,2.0,3.0,
2016-09-25 06:50:00+00:00,80.0,1.0,2.0,
2016-09-25 07:50:00+00:00,30.0,1.0,1.0,
2016-09-25 08:50:00+00:00,340.0,2.0,2.0,
2016-09-25 09:50:00+00:00,340.0,3.0,3.0,
2016-09-25 10:50:00+00:00,330.0,4.0,4.0,
2016-09-25 11:50:00+00:00,340.0,5.0,7.0,
2016-09-25 12:50:00+00:00,350.0,6.0,7.0,
2016-09-25 13:50:00+00:00,10.0,7.0,8.0,
2016-09-25 14:50:00+00:00,50.0,8.0,10.0,
2016-09-25 15:50:00+00:00,30.0,8.0,9.0,
2016-09-25 16:50:00+00:00,50.0,7.0,9.0,
2016-09-25 17:50:00+00:00,40.0,6.0,8.0,
2016-09-25 18:50:00+00:00,30.0,7.0,8.0,
2016-09-25 19:50:00+00:00,40.0,7.0,9.0,
2016-09-25 20:50:00+00:00,50.0,8.0,9.0,
2016-09-25 21:50:00+00:00,50.0,8.0,9.0,
2016-09-25 22:50:00+00:00,60.0,8.0,10.0,
2016-09-25 23:50:00+00:00,60.0,9.0,10.0,
2016-09-26 00:50:00+00:00,80.0,8.0,10.0,
2016-09-26 01:50:00+00:00,70.0,8.0,9.0,
2016-09-26 02:50:00+00:00,70.0,8.0,10.0,
2016-09-26 03:50:00+00:00,80.0,8.0,9.0,
2016-09-26 04:50:00+00:00,80.0,7.0,8.0,
2016-09-26 05:50:00+00:00,80.0,6.0,7.0,
2016-09-26 06:50:00+00:00,90.0,5.0,7.0,
2016-09-26 07:50:00+00:00,90.0,6.0,7.0,
2016-09-26 08:50:00+00:00,80.0,6.0,7.0,
2016-09-26 09:50:00+00:00,80.0,7.0,8.0,
2016-09-26 10:50:00+00:00,90.0,4.0,5.0,
2016-09-26 11:50:00+00:00,110.0,7.0,9.0,
2016-09-26 12:50:00+00:00,80.0,8.0,10.0,
2016-09-26 13:50:00+00:00,80.0,9.0,11.0,
2016-09-26 14:50:00+00:00,70.0,8.0,9.0,
2016-09-26 15:50:00+00:00,70.0,8.0,9.0,
2016-09-26 16:50:00+00:00,70.0,8.0,10.0,
2016-09-26 17:50:00+00:00,70.0,8.0,9.0,
2016-09-26 18:50:00+00:00,60.0,8.0,9.0,
2016-09-26 19:50:00+00:00,70.0,7.0,8.0,
2016-09-26 20:50:00+00:00,70.0,7.0,8.0,
2016-09-26 21:50:00+00:00,80.0,7.0,9.0,
2016-09-26 22:50:00+00:00,80.0,8.0,9.0,
2016-09-26 23:50:00+00:00,90.0,6.0,7.0,
2016-09-27 00:50:00+00:00,80.0,6.0,7.0,
2016-09-27 01:50:00+00:00,90.0,6.0,8.0,
2016-09-27 02:50:00+00:00,110.0,9.0,11.0,
2016-09-27 03:50:00+00:00,100.0,5.0,6.0,
2016-09-27 04:50:00+00:00,80.0,7.0,9.0,
2016-09-27 05:50:00+00:00,70.0,7.0,8.0,
2016-09-27 06:50:00+00:00,110.0,5.0,7.0,
2016-09-27 07:50:00+00:00,100.0,5.0,6.0,
2016-09-27 08:50:00+00:00,70.0,3.0,4.0,
2016-09-27 09:50:00+00:00,40.0,4.0,5.0,
2016-09-27 10:50:00+00:00,60.0,3.0,4.0,
2016-09-27 11:50:00+00:00,40.0,4.0,5.0,
2016-09-27 12:50:00+00:00,20.0,5.0,6.0,
2016-09-27 13:50:00+00:00,20.0,5.0,6.0,
2016-09-27 14:50:00+00:00,30.0,5.0,6.0,
2016-09-27 15:50:00+00:00,30.0,5.0,7.0,
2016-09-27 16:50:00+00:00,20.0,5.0,6.0,
2016-09-27 17:50:00+00:00,20.0,4.0,4.0,
2016-09-27 18:50:00+00:00,20.0,3.0,4.0,
2016-09-27 19:50:00+00:00,40.0,3.0,4.0,
2016-09-27 20:50:00+00:00,30.0,1.0,2.0,
2016-09-27 21:50:00+00:00,70.0,2.0,3.0,
2016-09-27 22:50:00+00:00,90.0,1.0,2.0,
2016-09-27 23:50:00+00:00,160.0,1.0,2.0,
2016-09-28 00:50:00+00:00,160.0,1.0,2.0,
2016-09-28 01:50:00+00:00,160.0,1.0,2.0,
2016-09-28 02:50:00+00:00,190.0,2.0,2.0,
2016-09-28 03:50:00+00:00,160.0,2.0,3.0,
2016-09-28 04:50:00+00:00,170.0,4.0,4.0,
2016-09-28 05:50:00+00:00,180.0,3.0,4.0,
2016-09-28 06:50:00+00:00,200.0,3.0,4.0,
2016-09-28 07:50:00+00:00,200.0,4.0,5.0,
2016-09-28 08:50:00+00:00,200.0,5.0,6.0,
2016-09-28 09:50:00+00:00,210.0,4.0,5.0,
2016-09-28 10:50:00+00:00,190.0,4.0,5.0,
2016-09-28 11:50:00+00:00,200.0,4.0,6.0,
2016-09-28 12:50:00+00:00,210.0,4.0,5.0,
2016-09-28 13:50:00+00:00,200.0,4.0,5.0,
2016-09-28 14:50:00+00:00,220.0,3.0,4.0,
2016-09-28 15:50:00+00:00,190.0,4.0,5.0,
2016-09-28 16:50:00+00:00,190.0,4.0,5.0,
2016-09-28 17:50:00+00:00,190.0,4.0,5.0,
2016-09-28 18:50:00+00:00,180.0,4.0,5.0,
2016-09-28 19:50:00+00:00,190.0,4.0,5.0,
2016-09-28 20:50:00+00:00,170.0,4.0,5.0,
2016-09-28 21:50:00+00:00,150.0,6.0,7.0,
2016-09-28 22:50:00+00:00,160.0,8.0,8.0,
2016-09-28 23:50:00+00:00,170.0,7.0,8.0,
2016-09-29 00:50:00+00:00,180.0,9.0,10.0,
2016-09-29 01:50:00+00:00,180.0,8.0,9.0,
2016-09-29 02:50:00+00:00,210.0,8.0,9.0,
2016-09-29 03:50:00+00:00,210.0,8.0,9.0,
2016-09-29 04:50:00+00:00,220.0,8.0,9.0,
2016-09-29 05:50:00+00:00,220.0,8.0,9.0,
2016-09-29 06:50:00+00:00,220.0,7.0,8.0,
2016-09-29 07:50:00+00:00,220.0,7.0,9.0,
2016-09-29 08:50:00+00:00,220.0,8.0,9.0,
2016-09-29 09:50:00+00:00,220.0,8.0,9.0,
2016-09-29 10:50:00+00:00,220.0,8.0,9.0,
2016-09-29 11:50:00+00:00,230.0,8.0,9.0,
2016-09-29 12:50:00+00:00,240.0,8.0,9.0,
2016-09-29 13:50:00+00:00,250.0,6.0,8.0,
2016-09-29 14:50:00+00:00,250.0,5.0,6.0,
2016-09-29 15:50:00+00:00,240.0,4.0,5.0,
2016-09-29 16:50:00+00:00,240.0,3.0,4.0,
2016-09-29 17:50:00+00:00,220.0,3.0,3.0,
2016-09-29 18:50:00+00:00,200.0,2.0,3.0,
2016-09-29 19:50:00+00:00,160.0,4.0,4.0,
2016-09-29 20:50:00+00:00,150.0,6.0,7.0,
2016-09-29 21:50:00+00:00,170.0,6.0,7.0,
2016-09-29 22:50:00+00:00,160.0,8.0,10.0,
2016-09-29 23:50:00+00:00,160.0,8.0,9.0,
2016-09-30 00:50:00+00:00,170.0,9.0,10.0,
2016-09-30 01:50:00+00:00,170.0,9.0,12.0,
2016-09-30 02:50:00+00:00,170.0,9.0,10.0,
2016-09-30 03:50:00+00:00,190.0,8.0,9.0,
2016-09-30 04:50:00+00:00,200.0,8.0,10.0,
2016-09-30 05:50:00+00:00,220.0,8.0,9.0,
2016-09-30 06:50:00+00:00,240.0,8.0,10.0,
2016-09-30 07:50:00+00:00,250.0,8.0,9.0,
2016-09-30 08:50:00+00:00,250.0,6.0,7.0,
2016-09-30 09:50:00+00:00,270.0,4.0,5.0,
2016-09-30 10:50:00+00:00,310.0,2.0,3.0,
2016-09-30 11:50:00+00:00,330.0,1.0,2.0,
2016-09-30 12:50:00+00:00,320.0,2.0,2.0,
2016-09-30 13:50:00+00:00,310.0,3.0,4.0,
2016-09-30 14:50:00+00:00,320.0,2.0,3.0,
2016-09-30 15:50:00+00:00,290.0,3.0,4.0,
2016-09-30 16:50:00+00:00,280.0,2.0,3.0,
2016-09-30 17:50:00+00:00,270.0,2.0,3.0,
2016-09-30 18:50:00+00:00,240.0,3.0,4.0,
2016-09-30 19:50:00+00:00,200.0,3.0,4.0,
2016-09-30 20:50:00+00:00,170.0,2.0,3.0,
2016-09-30 21:50:00+00:00,140.0,3.0,4.0,
2016-09-30 22:50:00+00:00,120.0,4.0,5.0,
2016-09-30 23:50:00+00:00,130.0,4.0,5.0,
2016-10-01 00:50:00+00:00,140.0,4.0,5.0,
2016-10-01 01:50:00+00:00,160.0,4.0,5.0,
2016-10-01 02:50:00+00:00,160.0,5.0,5.0,
