date_time,wind_from_direction (degree),wind_speed (m/s),wind_speed_of_gust (m/s),upward_air_velocity (m/s)
2016-09-24 15:20:00+00:00,330.0,4.0,5.0,
2016-09-24 15:50:00+00:00,340.0,4.0,4.0,
2016-09-24 16:20:00+00:00,350.0,3.0,4.0,
2016-09-24 16:50:00+00:00,20.0,3.0,4.0,
2016-09-24 17:20:00+00:00,10.0,3.0,3.0,
2016-09-24 17:50:00+00:00,30.0,3.0,4.0,
2016-09-24 18:20:00+00:00,30.0,4.0,6.0,
2016-09-24 18:50:00+00:00,40.0,5.0,6.0,
2016-09-24 19:20:00+00:00,40.0,5.0,6.0,
2016-09-24 20:20:00+00:00,40.0,5.0,6.0,
2016-09-24 20:50:00+00:00,40.0,5.0,6.0,
2016-09-24 21:20:00+00:00,50.0,4.0,5.0,
2016-09-24 21:50:00+00:00,50.0,4.0,5.0,
2016-09-24 22:20:00+00:00,60.0,4.0,5.0,
2016-09-24 22:50:00+00:00,60.0,4.0,5.0,
2016-09-24 23:20:00+00:00,60.0,4.0,5.0,
2016-09-25 00:20:00+00:00,70.0,3.0,4.0,
2016-09-25 00:50:00+00:00,70.0,2.0,3.0,
2016-09-25 01:20:00+00:00,80.0,2.0,3.0,
2016-09-25 01:50:00+00:00,100.0,2.0,3.0,
2016-09-25 02:20:00+00:00,100.0,2.0,2.0,
2016-09-25 02:50:00+00:00,80.0,2.0,3.0,
2016-09-25 03:20:00+00:00,100.0,2.0,3.0,
2016-09-25 03:50:00+00:00,120.0,1.0,1.0,
2016-09-25 04:20:00+00:00,90.0,1.0,2.0,
2016-09-25 04:50:00+00:00,,0.0,1.0,
2016-09-25 05:20:00+00:00,160.0,2.0,2.0,
2016-09-25 05:50:00+00:00,150.0,2.0,3.0,
2016-09-25 06:20:00+00:00,120.0,2.0,3.0,
2016-09-25 06:50:00+00:00,140.0,1.0,2.0,
2016-09-25 07:20:00+00:00,130.0,1.0,1.0,
2016-09-25 07:50:00+00:00,140.0,2.0,2.0,
2016-09-25 08:20:00+00:00,180.0,6.0,7.0,
2016-09-25 08:50:00+00:00,190.0,5.0,6.0,
2016-09-25 09:20:00+00:00,200.0,5.0,6.0,
2016-09-25 09:50:00+00:00,210.0,6.0,7.0,
2016-09-25 10:20:00+00:00,230.0,5.0,6.0,
2016-09-25 10:50:00+00:00,240.0,5.0,6.0,
2016-09-25 11:20:00+00:00,250.0,4.0,5.0,
2016-09-25 11:50:00+00:00,240.0,3.0,5.0,
2016-09-25 12:20:00+00:00,270.0,2.0,3.0,
2016-09-25 12:50:00+00:00,290.0,2.0,3.0,
2016-09-25 13:20:00+00:00,290.0,3.0,3.0,
2016-09-25 13:50:00+00:00,310.0,3.0,3.0,
2016-09-25 14:20:00+00:00,320.0,3.0,3.0,
2016-09-25 14:50:00+00:00,350.0,2.0,3.0,
2016-09-25 15:20:00+00:00,360.0,3.0,5.0,
2016-09-25 15:50:00+00:00,350.0,3.0,4.0,
2016-09-25 16:20:00+00:00,360.0,6.0,8.0,
2016-09-25 16:50:00+00:00,10.0,2.0,3.0,
2016-09-25 17:20:00+00:00,20.0,3.0,5.0,
2016-09-25 17:50:00+00:00,10.0,2.0,3.0,
2016-09-25 18:20:00+00:00,40.0,3.0,4.0,
2016-09-25 18:50:00+00:00,360.0,3.0,4.0,
2016-09-25 19:20:00+00:00,20.0,4.0,5.0,
2016-09-25 19:50:00+00:00,30.0,4.0,5.0,
2016-09-25 20:20:00+00:00,20.0,4.0,4.0,
2016-09-25 20:50:00+00:00,40.0,4.0,5.0,
2016-09-25 21:20:00+00:00,40.0,4.0,5.0,
2016-09-25 21:50:00+00:00,60.0,3.0,5.0,
2016-09-25 22:20:00+00:00,50.0,3.0,4.0,
2016-09-25 22:50:00+00:00,50.0,2.0,2.0,
2016-09-25 23:20:00+00:00,60.0,1.0,2.0,
2016-09-25 23:50:00+00:00,50.0,2.0,2.0,
2016-09-26 00:20:00+00:00,,0.0,1.0,
2016-09-26 00:50:00+00:00,,0.0,1.0,
2016-09-26 01:20:00+00:00,,0.0,1.0,
2016-09-26 01:50:00+00:00,30.0,1.0,2.0,
2016-09-26 02:20:00+00:00,310.0,1.0,1.0,
2016-09-26 02:50:00+00:00,320.0,2.0,2.0,
2016-09-26 03:20:00+00:00,320.0,1.0,2.0,
2016-09-26 03:50:00+00:00,310.0,1.0,2.0,
2016-09-26 04:20:00+00:00,270.0,1.0,2.0,
2016-09-26 04:50:00+00:00,270.0,1.0,2.0,
2016-09-26 05:20:00+00:00,220.0,2.0,2.0,
2016-09-26 05:50:00+00:00,160.0,2.0,3.0,
2016-09-26 06:20:00+00:00,190.0,1.0,3.0,
2016-09-26 06:50:00+00:00,210.0,5.0,6.0,
2016-09-26 07:20:00+00:00,210.0,4.0,5.0,
2016-09-26 07:50:00+00:00,220.0,4.0,5.0,
2016-09-26 08:20:00+00:00,240.0,3.0,3.0,
2016-09-26 08:50:00+00:00,250.0,3.0,4.0,
2016-09-26 09:20:00+00:00,260.0,4.0,5.0,
2016-09-26 09:50:00+00:00,280.0,3.0,3.0,
2016-09-26 10:20:00+00:00,,0.0,1.0,
2016-09-26 10:50:00+00:00,250.0,2.0,3.0,
2016-09-26 11:20:00+00:00,250.0,2.0,3.0,
2016-09-26 11:50:00+00:00,270.0,4.0,5.0,
2016-09-26 12:20:00+00:00,280.0,3.0,4.0,
2016-09-26 12:50:00+00:00,290.0,3.0,4.0,
2016-09-26 13:20:00+00:00,290.0,3.0,4.0,
2016-09-26 13:50:00+00:00,290.0,3.0,4.0,
2016-09-26 14:20:00+00:00,320.0,2.0,3.0,
2016-09-26 14:50:00+00:00,300.0,3.0,4.0,
2016-09-26 15:20:00+00:00,300.0,2.0,3.0,
2016-09-26 15:50:00+00:00,280.0,1.0,2.0,
2016-09-26 16:20:00+00:00,360.0,1.0,2.0,
2016-09-26 16:50:00+00:00,,0.0,1.0,
2016-09-26 17:20:00+00:00,320.0,1.0,1.0,
2016-09-26 17:50:00+00:00,,0.0,0.0,
2016-09-26 18:20:00+00:00,90.0,2.0,3.0,
2016-09-26 18:50:00+00:00,100.0,3.0,3.0,
2016-09-26 19:20:00+00:00,130.0,2.0,3.0,
2016-09-26 19:50:00+00:00,140.0,2.0,3.0,
2016-09-26 20:20:00+00:00,160.0,2.0,2.0,
2016-09-26 20:50:00+00:00,160.0,2.0,2.0,
2016-09-26 21:20:00+00:00,150.0,2.0,3.0,
2016-09-26 21:50:00+00:00,140.0,3.0,4.0,
2016-09-26 22:20:00+00:00,150.0,3.0,3.0,
2016-09-26 22:50:00+00:00,120.0,3.0,4.0,
2016-09-26 23:20:00+00:00,130.0,3.0,4.0,
