date_time,wind_from_direction (degree),wind_speed (m/s),wind_speed_of_gust (m/s),upward_air_velocity (m/s)
2016-09-24 15:08:00+00:00,10.0,5.0,6.0,
2016-09-24 16:08:00+00:00,20.0,4.0,5.0,
2016-09-24 17:08:00+00:00,50.0,3.0,3.0,
2016-09-24 18:08:00+00:00,80.0,2.0,3.0,
2016-09-24 19:08:00+00:00,90.0,3.0,4.0,
2016-09-24 20:08:00+00:00,100.0,3.0,4.0,
2016-09-24 21:08:00+00:00,110.0,3.0,5.0,
2016-09-24 22:08:00+00:00,120.0,4.0,5.0,
2016-09-24 23:08:00+00:00,110.0,4.0,6.0,
2016-09-25 00:08:00+00:00,110.0,4.0,6.0,
2016-09-25 01:08:00+00:00,110.0,5.0,6.0,
2016-09-25 02:08:00+00:00,110.0,4.0,6.0,
2016-09-25 03:08:00+00:00,100.0,4.0,5.0,
2016-09-25 04:08:00+00:00,110.0,3.0,4.0,
2016-09-25 05:08:00+00:00,110.0,3.0,4.0,
2016-09-25 06:08:00+00:00,100.0,2.0,4.0,
2016-09-25 07:08:00+00:00,80.0,2.0,3.0,
2016-09-25 08:08:00+00:00,50.0,3.0,4.0,
2016-09-25 09:08:00+00:00,30.0,3.0,5.0,
2016-09-25 10:08:00+00:00,10.0,4.0,5.0,
2016-09-25 11:08:00+00:00,360.0,5.0,6.0,
2016-09-25 12:08:00+00:00,10.0,6.0,7.0,
2016-09-25 13:08:00+00:00,10.0,6.0,7.0,
2016-09-25 14:08:00+00:00,10.0,7.0,8.0,
2016-09-25 15:08:00+00:00,20.0,6.0,8.0,
2016-09-25 16:08:00+00:00,40.0,5.0,7.0,
2016-09-25 17:08:00+00:00,50.0,6.0,8.0,
2016-09-25 18:08:00+00:00,60.0,6.0,8.0,
2016-09-25 19:08:00+00:00,60.0,7.0,9.0,
2016-09-25 20:08:00+00:00,70.0,7.0,9.0,
2016-09-25 21:08:00+00:00,70.0,8.0,10.0,
2016-09-25 22:08:00+00:00,70.0,8.0,10.0,
2016-09-25 23:08:00+00:00,80.0,8.0,10.0,
2016-09-26 00:08:00+00:00,80.0,8.0,11.0,
2016-09-26 01:08:00+00:00,90.0,8.0,11.0,
2016-09-26 02:08:00+00:00,100.0,7.0,10.0,
2016-09-26 03:08:00+00:00,90.0,8.0,10.0,
2016-09-26 04:08:00+00:00,90.0,8.0,11.0,
2016-09-26 05:08:00+00:00,90.0,8.0,10.0,
2016-09-26 06:08:00+00:00,90.0,9.0,11.0,
2016-09-26 07:08:00+00:00,90.0,8.0,11.0,
2016-09-26 08:08:00+00:00,90.0,8.0,10.0,
2016-09-26 09:08:00+00:00,80.0,8.0,10.0,
2016-09-26 10:08:00+00:00,100.0,5.0,8.0,
2016-09-26 11:08:00+00:00,110.0,6.0,8.0,
2016-09-26 12:08:00+00:00,100.0,7.0,9.0,
2016-09-26 13:08:00+00:00,90.0,7.0,10.0,
2016-09-26 14:08:00+00:00,120.0,7.0,11.0,
2016-09-26 15:08:00+00:00,100.0,6.0,9.0,
2016-09-26 16:08:00+00:00,110.0,7.0,10.0,
2016-09-26 17:08:00+00:00,90.0,6.0,8.0,
2016-09-26 18:08:00+00:00,100.0,5.0,7.0,
2016-09-26 19:08:00+00:00,130.0,5.0,7.0,
2016-09-26 20:08:00+00:00,90.0,4.0,6.0,
2016-09-26 21:08:00+00:00,70.0,7.0,8.0,
2016-09-26 22:08:00+00:00,90.0,6.0,8.0,
2016-09-26 23:08:00+00:00,100.0,6.0,9.0,
2016-09-27 00:08:00+00:00,90.0,6.0,9.0,
2016-09-27 01:08:00+00:00,100.0,6.0,8.0,
2016-09-27 02:08:00+00:00,110.0,7.0,9.0,
2016-09-27 03:08:00+00:00,110.0,5.0,7.0,
2016-09-27 04:08:00+00:00,100.0,4.0,5.0,
2016-09-27 05:08:00+00:00,50.0,2.0,6.0,
2016-09-27 06:08:00+00:00,70.0,6.0,11.0,
2016-09-27 07:08:00+00:00,100.0,2.0,4.0,
2016-09-27 08:08:00+00:00,30.0,2.0,4.0,
2016-09-27 09:08:00+00:00,50.0,5.0,6.0,
2016-09-27 10:08:00+00:00,60.0,5.0,6.0,
2016-09-27 11:08:00+00:00,60.0,4.0,5.0,
2016-09-27 12:08:00+00:00,60.0,4.0,6.0,
2016-09-27 13:08:00+00:00,50.0,5.0,6.0,
2016-09-27 14:08:00+00:00,50.0,5.0,6.0,
2016-09-27 15:08:00+00:00,40.0,5.0,6.0,
