date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2016-09-24 16:25:00+00:00,1.1,10.53,5.97,,299.0
2016-09-24 16:55:00+00:00,1.02,10.53,6.03,,303.0
2016-09-24 17:55:00+00:00,1.0,11.11,6.41,,302.0
2016-09-24 18:25:00+00:00,1.17,10.53,7.24,,300.0
2016-09-24 18:55:00+00:00,0.92,10.53,6.48,,300.0
2016-09-24 19:55:00+00:00,0.98,9.88,6.98,,298.0
2016-09-24 20:25:00+00:00,0.96,10.53,7.4,,291.0
2016-09-24 20:55:00+00:00,1.08,10.53,7.88,,293.0
2016-09-24 21:25:00+00:00,0.99,11.11,7.81,,300.0
2016-09-24 22:25:00+00:00,0.95,11.11,7.89,,303.0
2016-09-24 23:25:00+00:00,0.87,10.53,7.55,,305.0
2016-09-24 23:55:00+00:00,0.96,10.53,7.81,,300.0
2016-09-25 00:55:00+00:00,1.03,11.11,8.08,,300.0
2016-09-25 01:25:00+00:00,1.05,10.53,8.03,,292.0
2016-09-25 01:55:00+00:00,0.99,11.11,7.83,,296.0
2016-09-25 02:55:00+00:00,0.95,11.11,7.22,,300.0
2016-09-25 03:25:00+00:00,0.97,11.11,7.31,,296.0
2016-09-25 03:55:00+00:00,1.07,11.11,7.63,,296.0
2016-09-25 04:25:00+00:00,0.9,11.11,7.0,,298.0
2016-09-25 04:55:00+00:00,1.0,11.11,7.43,,303.0
2016-09-25 05:25:00+00:00,1.02,10.53,7.31,,296.0
2016-09-25 05:55:00+00:00,1.0,11.76,7.16,,299.0
2016-09-25 06:25:00+00:00,1.01,11.76,6.67,,295.0
2016-09-25 07:25:00+00:00,1.13,11.11,6.19,,295.0
2016-09-25 07:55:00+00:00,1.15,11.76,5.94,,295.0
2016-09-25 08:25:00+00:00,1.09,11.11,5.39,,288.0
2016-09-25 08:55:00+00:00,1.22,11.11,5.67,,295.0
2016-09-25 09:25:00+00:00,1.27,10.53,5.73,,298.0
2016-09-25 09:55:00+00:00,1.27,10.53,5.58,,300.0
2016-09-25 10:25:00+00:00,1.14,10.53,5.57,,299.0
2016-09-25 10:55:00+00:00,1.18,11.76,5.88,,302.0
2016-09-25 11:55:00+00:00,1.11,11.11,5.29,,307.0
2016-09-25 12:25:00+00:00,1.2,9.88,5.47,,292.0
2016-09-25 12:55:00+00:00,1.2,9.88,5.29,,295.0
2016-09-25 13:25:00+00:00,1.21,9.88,4.98,,292.0
2016-09-25 13:55:00+00:00,1.21,10.53,4.8,,286.0
2016-09-25 14:55:00+00:00,1.29,9.88,4.59,,285.0
2016-09-25 15:25:00+00:00,1.38,10.53,4.71,,289.0
2016-09-25 15:55:00+00:00,1.26,11.11,4.78,,289.0
2016-09-25 16:25:00+00:00,1.23,9.88,4.6,,291.0
2016-09-25 16:55:00+00:00,1.24,10.53,4.59,,284.0
2016-09-25 17:25:00+00:00,1.24,10.53,4.46,,291.0
2016-09-25 17:55:00+00:00,1.19,4.76,4.35,,248.0
2016-09-25 18:25:00+00:00,1.24,9.88,4.62,,282.0
2016-09-25 19:25:00+00:00,1.2,4.55,4.35,,240.0
2016-09-25 19:55:00+00:00,1.26,9.09,4.58,,276.0
2016-09-25 20:55:00+00:00,1.31,4.55,4.48,,246.0
