date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2016-09-24 16:00:00+00:00,0.15,2.1,,,
2016-09-24 17:00:00+00:00,0.35,2.0,,,
2016-09-24 18:00:00+00:00,0.63,2.6,,,
2016-09-24 19:00:00+00:00,0.78,3.1,,,
2016-09-24 20:00:00+00:00,0.83,3.3,,,
2016-09-24 21:00:00+00:00,0.68,3.1,,,
2016-09-24 22:00:00+00:00,0.69,3.0,,,
2016-09-24 23:00:00+00:00,0.75,3.2,,,
2016-09-25 00:00:00+00:00,0.71,3.0,,,
2016-09-25 01:00:00+00:00,0.61,2.9,,,
2016-09-25 02:00:00+00:00,0.69,2.9,,,
2016-09-25 03:00:00+00:00,0.67,2.9,,,
2016-09-25 04:00:00+00:00,0.66,2.9,,,
2016-09-25 05:00:00+00:00,0.64,2.8,,,
2016-09-25 06:00:00+00:00,0.61,2.8,,,
2016-09-25 07:00:00+00:00,0.59,2.9,,,
2016-09-25 08:00:00+00:00,0.5,2.8,,,
2016-09-25 09:00:00+00:00,0.52,2.8,,,
2016-09-25 10:00:00+00:00,0.49,2.8,,,
2016-09-25 11:00:00+00:00,0.51,2.8,,,
2016-09-25 12:00:00+00:00,0.52,2.8,,,
2016-09-25 13:00:00+00:00,0.49,2.7,,,
2016-09-25 14:00:00+00:00,0.5,2.6,,,
2016-09-25 15:00:00+00:00,0.42,2.6,,,
2016-09-25 16:00:00+00:00,0.38,2.5,,,
2016-09-25 17:00:00+00:00,0.39,2.5,,,
2016-09-25 18:00:00+00:00,0.41,2.3,,,
2016-09-25 19:00:00+00:00,0.44,2.5,,,
2016-09-25 20:00:00+00:00,0.37,2.5,,,
2016-09-25 21:00:00+00:00,0.35,2.4,,,
2016-09-25 22:00:00+00:00,0.3,2.4,,,
2016-09-25 23:00:00+00:00,0.25,2.3,,,
2016-09-26 00:00:00+00:00,0.25,2.3,,,
2016-09-26 01:00:00+00:00,0.25,2.3,,,
2016-09-26 02:00:00+00:00,0.22,2.2,,,
2016-09-26 03:00:00+00:00,0.26,2.2,,,
2016-09-26 04:00:00+00:00,0.28,2.2,,,
2016-09-26 05:00:00+00:00,0.26,2.1,,,
2016-09-26 06:00:00+00:00,0.3,2.1,,,
2016-09-26 07:00:00+00:00,0.29,2.1,,,
2016-09-26 08:00:00+00:00,0.29,2.1,,,
2016-09-26 09:00:00+00:00,0.25,2.2,,,
2016-09-26 10:00:00+00:00,0.27,2.2,,,
2016-09-26 11:00:00+00:00,0.36,2.1,,,
2016-09-26 12:00:00+00:00,0.4,2.3,,,
2016-09-26 13:00:00+00:00,0.39,2.4,,,
2016-09-26 14:00:00+00:00,0.38,2.5,,,
2016-09-26 15:00:00+00:00,0.38,2.6,,,
2016-09-26 16:00:00+00:00,0.4,2.7,,,
2016-09-26 17:00:00+00:00,0.39,2.6,,,
2016-09-26 18:00:00+00:00,0.41,2.6,,,
2016-09-26 19:00:00+00:00,0.38,2.5,,,
2016-09-26 20:00:00+00:00,0.36,2.3,,,
2016-09-26 21:00:00+00:00,0.41,2.3,,,
2016-09-26 22:00:00+00:00,0.42,2.4,,,
2016-09-26 23:00:00+00:00,0.4,2.3,,,
2016-09-27 00:00:00+00:00,0.34,2.2,,,
2016-09-27 01:00:00+00:00,0.35,2.2,,,
2016-09-27 02:00:00+00:00,0.4,2.3,,,
2016-09-27 03:00:00+00:00,0.36,2.5,,,
2016-09-27 04:00:00+00:00,0.34,2.6,,,
2016-09-27 05:00:00+00:00,0.43,2.9,,,
2016-09-27 06:00:00+00:00,0.49,2.8,,,
2016-09-27 07:00:00+00:00,0.51,2.8,,,
2016-09-27 08:00:00+00:00,0.51,2.6,,,
2016-09-27 09:00:00+00:00,0.53,2.6,,,
2016-09-27 10:00:00+00:00,0.49,2.5,,,
2016-09-27 11:00:00+00:00,0.46,2.5,,,
2016-09-27 12:00:00+00:00,0.37,2.4,,,
2016-09-27 13:00:00+00:00,0.28,2.3,,,
2016-09-27 14:00:00+00:00,0.24,2.6,,,
2016-09-27 15:00:00+00:00,0.19,2.7,,,
2016-09-27 16:00:00+00:00,0.15,2.8,,,
2016-09-27 17:00:00+00:00,0.11,2.8,,,
2016-09-27 18:00:00+00:00,0.1,2.6,,,
2016-09-27 19:00:00+00:00,0.09,2.6,,,
2016-09-27 20:00:00+00:00,0.11,2.6,,,
2016-09-27 21:00:00+00:00,0.15,3.6,,,
2016-09-27 22:00:00+00:00,0.19,2.6,,,
2016-09-27 23:00:00+00:00,0.31,2.2,,,
2016-09-28 00:00:00+00:00,0.31,2.3,,,
2016-09-28 01:00:00+00:00,0.24,2.3,,,
2016-09-28 02:00:00+00:00,0.24,2.3,,,
2016-09-28 03:00:00+00:00,0.22,2.1,,,
2016-09-28 04:00:00+00:00,0.2,2.2,,,
2016-09-28 05:00:00+00:00,0.18,2.4,,,
2016-09-28 06:00:00+00:00,0.21,2.5,,,
2016-09-28 07:00:00+00:00,0.19,2.4,,,
2016-09-28 08:00:00+00:00,0.16,2.5,,,
2016-09-28 09:00:00+00:00,0.17,2.7,,,
2016-09-28 10:00:00+00:00,0.22,3.2,,,
2016-09-28 11:00:00+00:00,0.23,3.1,,,
2016-09-28 12:00:00+00:00,0.22,3.0,,,
2016-09-28 13:00:00+00:00,0.21,2.8,,,
2016-09-28 14:00:00+00:00,0.27,2.3,,,
2016-09-28 15:00:00+00:00,0.33,2.3,,,
2016-09-28 16:00:00+00:00,0.34,2.3,,,
2016-09-28 17:00:00+00:00,0.42,2.6,,,
2016-09-28 18:00:00+00:00,0.52,2.7,,,
2016-09-28 19:00:00+00:00,0.58,2.9,,,
2016-09-28 20:00:00+00:00,0.63,2.8,,,
2016-09-28 21:00:00+00:00,0.68,2.8,,,
2016-09-28 22:00:00+00:00,0.78,3.0,,,
2016-09-28 23:00:00+00:00,0.79,2.8,,,
2016-09-29 00:00:00+00:00,0.75,2.7,,,
2016-09-29 01:00:00+00:00,0.74,2.7,,,
2016-09-29 02:00:00+00:00,0.63,2.5,,,
2016-09-29 03:00:00+00:00,0.54,2.6,,,
2016-09-29 04:00:00+00:00,0.49,2.9,,,
2016-09-29 05:00:00+00:00,0.63,2.6,,,
2016-09-29 06:00:00+00:00,0.66,2.8,,,
2016-09-29 07:00:00+00:00,0.58,2.7,,,
2016-09-29 08:00:00+00:00,0.52,2.6,,,
2016-09-29 09:00:00+00:00,0.45,2.5,,,
2016-09-29 10:00:00+00:00,0.37,2.4,,,
2016-09-29 11:00:00+00:00,0.4,2.3,,,
2016-09-29 12:00:00+00:00,0.37,2.4,,,
2016-09-29 13:00:00+00:00,0.54,2.5,,,
2016-09-29 14:00:00+00:00,0.55,2.8,,,
2016-09-29 15:00:00+00:00,0.58,2.9,,,
2016-09-29 16:00:00+00:00,0.59,2.9,,,
2016-09-29 17:00:00+00:00,0.74,3.0,,,
2016-09-29 18:00:00+00:00,0.89,3.1,,,
2016-09-29 19:00:00+00:00,0.97,3.3,,,
2016-09-29 20:00:00+00:00,0.95,3.3,,,
2016-09-29 21:00:00+00:00,1.0,3.3,,,
2016-09-29 22:00:00+00:00,1.1,3.3,,,
2016-09-29 23:00:00+00:00,1.02,3.4,,,
2016-09-30 00:00:00+00:00,0.88,3.4,,,
2016-09-30 01:00:00+00:00,0.7,3.0,,,
2016-09-30 02:00:00+00:00,0.63,3.0,,,
2016-09-30 03:00:00+00:00,0.6,3.2,,,
2016-09-30 04:00:00+00:00,0.51,3.0,,,
2016-09-30 05:00:00+00:00,0.45,3.1,,,
2016-09-30 06:00:00+00:00,0.41,3.1,,,
2016-09-30 07:00:00+00:00,0.37,3.1,,,
