date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2016-09-24 15:50:00+00:00,1.92,10.0,6.51,,285.0
2016-09-24 16:50:00+00:00,1.8,10.81,6.12,,287.0
2016-09-24 17:50:00+00:00,1.8,10.81,5.88,,288.0
2016-09-24 18:50:00+00:00,1.53,10.81,5.66,,285.0
2016-09-24 19:50:00+00:00,1.41,10.81,5.45,,293.0
2016-09-24 20:50:00+00:00,1.44,10.81,5.27,,297.0
2016-09-24 21:50:00+00:00,1.46,10.81,5.36,,297.0
2016-09-24 22:50:00+00:00,1.47,10.0,5.11,,284.0
2016-09-24 23:50:00+00:00,1.33,10.0,4.86,,287.0
2016-09-25 00:50:00+00:00,1.41,10.0,5.12,,290.0
2016-09-25 01:50:00+00:00,1.31,10.0,5.04,,291.0
2016-09-25 02:50:00+00:00,1.26,10.0,4.87,,298.0
2016-09-25 03:50:00+00:00,1.19,10.0,4.98,,296.0
2016-09-25 04:50:00+00:00,1.16,9.09,5.06,,286.0
2016-09-25 05:50:00+00:00,1.14,9.09,5.3,,290.0
2016-09-25 06:50:00+00:00,1.11,9.09,5.43,,291.0
2016-09-25 07:50:00+00:00,1.08,9.09,5.56,,273.0
2016-09-25 08:50:00+00:00,1.14,9.09,5.78,,300.0
2016-09-25 09:50:00+00:00,1.03,9.09,5.39,,290.0
2016-09-25 10:50:00+00:00,1.09,9.09,5.49,,288.0
2016-09-25 11:50:00+00:00,0.97,9.09,5.53,,291.0
2016-09-25 12:50:00+00:00,1.07,8.33,5.77,,284.0
2016-09-25 13:50:00+00:00,0.98,8.33,5.35,,282.0
2016-09-25 14:50:00+00:00,0.98,9.09,5.61,,281.0
2016-09-25 15:50:00+00:00,0.99,9.09,5.51,,287.0
2016-09-25 16:50:00+00:00,1.01,8.33,5.5,,293.0
2016-09-25 17:50:00+00:00,1.0,9.09,5.56,,279.0
2016-09-25 18:50:00+00:00,0.97,5.88,5.55,,199.0
2016-09-25 19:50:00+00:00,0.97,6.25,5.48,,199.0
2016-09-25 20:50:00+00:00,1.0,5.88,5.45,,189.0
2016-09-25 21:50:00+00:00,1.11,5.88,4.88,,184.0
2016-09-25 22:50:00+00:00,1.17,6.67,4.59,,210.0
2016-09-25 23:50:00+00:00,1.35,6.25,4.78,,192.0
2016-09-26 00:50:00+00:00,1.37,6.67,4.78,,217.0
2016-09-26 01:50:00+00:00,1.49,6.25,4.99,,200.0
2016-09-26 02:50:00+00:00,1.59,6.67,5.01,,189.0
2016-09-26 03:50:00+00:00,1.71,6.67,5.16,,191.0
2016-09-26 04:50:00+00:00,1.89,7.14,5.41,,199.0
2016-09-26 05:50:00+00:00,2.16,7.69,5.87,,188.0
2016-09-26 06:50:00+00:00,2.23,8.33,6.27,,183.0
2016-09-26 07:50:00+00:00,2.07,8.33,6.06,,200.0
2016-09-26 08:50:00+00:00,2.02,9.09,6.05,,193.0
2016-09-26 09:50:00+00:00,2.05,7.69,6.03,,189.0
2016-09-26 10:50:00+00:00,2.1,8.33,6.15,,189.0
2016-09-26 11:50:00+00:00,2.01,8.33,6.1,,210.0
2016-09-26 12:50:00+00:00,1.95,7.69,5.93,,202.0
2016-09-26 13:50:00+00:00,2.02,8.33,6.02,,219.0
2016-09-26 14:50:00+00:00,1.79,8.33,5.9,,212.0
2016-09-26 15:50:00+00:00,1.79,7.69,5.91,,200.0
2016-09-26 16:50:00+00:00,1.78,8.33,5.96,,224.0
2016-09-26 17:50:00+00:00,1.77,8.33,5.79,,212.0
2016-09-26 18:50:00+00:00,1.77,7.14,5.63,,208.0
2016-09-26 19:50:00+00:00,1.74,7.69,5.87,,197.0
2016-09-26 20:50:00+00:00,1.67,8.33,5.56,,214.0
2016-09-26 21:50:00+00:00,1.76,7.69,5.75,,195.0
2016-09-26 22:50:00+00:00,1.86,7.69,5.97,,211.0
2016-09-26 23:50:00+00:00,1.81,7.14,5.71,,196.0
2016-09-27 00:50:00+00:00,1.9,7.14,5.88,,206.0
2016-09-27 01:50:00+00:00,1.94,7.69,5.82,,191.0
2016-09-27 02:50:00+00:00,1.88,8.33,5.95,,202.0
2016-09-27 03:50:00+00:00,1.77,9.09,5.95,,216.0
2016-09-27 04:50:00+00:00,1.84,8.33,6.37,,208.0
2016-09-27 05:50:00+00:00,1.69,8.33,6.12,,183.0
2016-09-27 06:50:00+00:00,1.79,8.33,6.37,,191.0
2016-09-27 07:50:00+00:00,1.75,9.09,6.34,,192.0
2016-09-27 08:50:00+00:00,1.75,9.09,6.48,,234.0
2016-09-27 09:50:00+00:00,1.67,8.33,6.31,,200.0
2016-09-27 10:50:00+00:00,1.67,9.09,6.41,,230.0
2016-09-27 11:50:00+00:00,1.7,8.33,6.16,,209.0
2016-09-27 12:50:00+00:00,1.67,7.69,6.09,,204.0
2016-09-27 13:50:00+00:00,1.69,8.33,6.04,,207.0
2016-09-27 14:50:00+00:00,1.67,7.69,6.07,,176.0
2016-09-27 15:50:00+00:00,1.72,7.69,5.78,,187.0
2016-09-27 16:50:00+00:00,1.77,7.69,5.8,,227.0
2016-09-27 17:50:00+00:00,1.88,6.67,5.78,,268.0
2016-09-27 18:50:00+00:00,1.91,5.88,5.77,,276.0
2016-09-27 19:50:00+00:00,1.83,5.56,5.82,,290.0
2016-09-27 20:50:00+00:00,2.1,6.25,5.76,,288.0
2016-09-27 21:50:00+00:00,2.17,6.67,5.95,,290.0
2016-09-27 22:50:00+00:00,2.13,6.25,5.8,,288.0
2016-09-27 23:50:00+00:00,2.2,6.67,5.92,,291.0
2016-09-28 00:50:00+00:00,1.78,6.67,6.01,,289.0
2016-09-28 01:50:00+00:00,1.94,7.14,6.12,,280.0
2016-09-28 02:50:00+00:00,1.72,6.67,6.05,,291.0
2016-09-28 03:50:00+00:00,1.65,6.67,6.16,,281.0
2016-09-28 04:50:00+00:00,1.77,6.67,5.9,,291.0
2016-09-28 05:50:00+00:00,1.77,6.67,5.57,,290.0
2016-09-28 06:50:00+00:00,1.74,6.25,5.51,,292.0
2016-09-28 07:50:00+00:00,1.69,6.67,5.62,,300.0
2016-09-28 08:50:00+00:00,1.78,5.88,5.61,,342.0
2016-09-28 09:50:00+00:00,1.66,5.88,5.49,,334.0
2016-09-28 10:50:00+00:00,1.87,6.25,5.51,,320.0
2016-09-28 11:50:00+00:00,1.88,5.88,5.7,,351.0
2016-09-28 12:50:00+00:00,1.82,5.56,5.76,,12.0
2016-09-28 13:50:00+00:00,1.78,6.25,5.64,,331.0
2016-09-28 14:50:00+00:00,1.56,5.56,5.54,,25.0
2016-09-28 15:50:00+00:00,1.65,11.43,5.55,,249.0
2016-09-28 16:50:00+00:00,1.77,5.88,5.55,,0.0
2016-09-28 17:50:00+00:00,1.64,5.88,5.37,,45.0
2016-09-28 18:50:00+00:00,1.68,6.25,5.33,,339.0
2016-09-28 19:50:00+00:00,1.66,6.25,5.3,,349.0
2016-09-28 20:50:00+00:00,1.74,5.88,5.27,,19.0
2016-09-28 21:50:00+00:00,1.56,5.88,5.22,,9.0
2016-09-28 22:50:00+00:00,1.63,5.88,5.2,,13.0
2016-09-28 23:50:00+00:00,1.54,5.88,5.21,,34.0
2016-09-29 00:50:00+00:00,1.5,6.25,5.34,,352.0
2016-09-29 01:50:00+00:00,1.4,5.88,5.3,,349.0
2016-09-29 02:50:00+00:00,1.45,5.56,5.42,,41.0
2016-09-29 03:50:00+00:00,1.3,5.88,5.52,,4.0
2016-09-29 04:50:00+00:00,1.39,5.56,5.54,,346.0
2016-09-29 05:50:00+00:00,1.35,5.88,5.62,,23.0
2016-09-29 06:50:00+00:00,1.33,5.88,5.57,,25.0
2016-09-29 07:50:00+00:00,1.31,5.88,5.64,,58.0
2016-09-29 08:50:00+00:00,1.3,5.88,5.16,,359.0
2016-09-29 09:50:00+00:00,1.28,5.88,5.26,,70.0
2016-09-29 10:50:00+00:00,1.17,5.56,5.54,,39.0
2016-09-29 11:50:00+00:00,1.15,5.56,5.43,,44.0
2016-09-29 12:50:00+00:00,1.19,5.56,5.5,,21.0
2016-09-29 13:50:00+00:00,1.17,5.26,5.56,,345.0
2016-09-29 14:50:00+00:00,1.06,6.67,5.3,,268.0
2016-09-29 15:50:00+00:00,1.12,5.26,5.35,,24.0
2016-09-29 16:50:00+00:00,1.11,8.33,5.1,,259.0
