date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2016-09-24 16:29:00+00:00,0.84,10.53,5.64,,295.0
2016-09-24 16:59:00+00:00,0.78,11.76,5.36,,299.0
2016-09-24 17:59:00+00:00,0.78,9.88,5.54,,293.0
2016-09-24 18:29:00+00:00,0.76,10.53,5.33,,291.0
2016-09-24 18:59:00+00:00,0.74,11.11,5.48,,309.0
2016-09-24 19:59:00+00:00,0.68,10.53,5.49,,303.0
2016-09-24 20:29:00+00:00,0.76,10.53,6.31,,298.0
2016-09-24 20:59:00+00:00,0.71,11.76,6.04,,305.0
2016-09-24 21:29:00+00:00,0.69,11.11,5.77,,293.0
2016-09-24 22:29:00+00:00,0.74,11.11,6.56,,305.0
2016-09-24 23:29:00+00:00,0.69,10.53,6.63,,296.0
2016-09-24 23:59:00+00:00,0.65,11.76,6.52,,305.0
2016-09-25 00:59:00+00:00,0.71,11.11,7.13,,299.0
2016-09-25 01:29:00+00:00,0.64,11.11,6.91,,302.0
2016-09-25 01:59:00+00:00,0.76,10.53,7.45,,296.0
2016-09-25 02:59:00+00:00,0.69,9.09,7.1,,295.0
2016-09-25 03:29:00+00:00,0.67,9.88,6.9,,302.0
2016-09-25 03:59:00+00:00,0.73,9.88,6.82,,298.0
2016-09-25 04:29:00+00:00,0.69,10.53,6.8,,306.0
2016-09-25 04:59:00+00:00,0.69,10.53,6.74,,302.0
2016-09-25 05:29:00+00:00,0.74,10.53,7.28,,296.0
2016-09-25 05:59:00+00:00,0.66,9.88,6.93,,293.0
2016-09-25 06:29:00+00:00,0.72,10.53,7.28,,292.0
2016-09-25 07:29:00+00:00,0.76,11.76,7.62,,300.0
2016-09-25 07:59:00+00:00,0.74,9.88,6.92,,299.0
2016-09-25 08:29:00+00:00,0.76,10.53,6.61,,292.0
2016-09-25 08:59:00+00:00,0.72,11.76,5.95,,299.0
2016-09-25 09:29:00+00:00,0.81,11.76,5.79,,298.0
2016-09-25 09:59:00+00:00,0.86,11.76,5.79,,292.0
2016-09-25 10:29:00+00:00,0.82,10.53,5.16,,288.0
2016-09-25 10:59:00+00:00,0.93,11.76,5.3,,307.0
2016-09-25 11:59:00+00:00,0.92,11.76,5.01,,300.0
