date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2016-09-24 15:12:00+00:00,0.97,9.88,7.66,,283.0
2016-09-24 15:42:00+00:00,1.05,10.53,7.61,,277.0
2016-09-24 16:12:00+00:00,0.94,11.11,7.52,,277.0
2016-09-24 16:42:00+00:00,0.9,9.88,7.1,,289.0
2016-09-24 17:12:00+00:00,0.9,10.53,7.45,,283.0
2016-09-24 17:42:00+00:00,0.95,9.88,7.45,,280.0
2016-09-24 18:12:00+00:00,0.91,10.53,6.92,,276.0
2016-09-24 18:42:00+00:00,0.92,10.53,6.31,,282.0
2016-09-24 19:12:00+00:00,1.01,9.88,5.47,,282.0
2016-09-24 19:42:00+00:00,0.98,11.11,4.6,,294.0
2016-09-24 20:12:00+00:00,1.13,10.53,4.8,,279.0
2016-09-24 20:42:00+00:00,1.16,10.53,4.65,,283.0
2016-09-24 21:12:00+00:00,1.19,11.11,4.57,,274.0
2016-09-24 21:42:00+00:00,1.32,10.53,4.82,,286.0
2016-09-24 22:12:00+00:00,1.39,10.53,4.81,,290.0
2016-09-24 22:42:00+00:00,1.49,10.53,4.88,,284.0
2016-09-24 23:12:00+00:00,1.44,5.0,4.71,,211.0
2016-09-24 23:42:00+00:00,1.49,5.26,4.64,,218.0
2016-09-25 00:12:00+00:00,1.54,5.26,4.82,,215.0
2016-09-25 00:42:00+00:00,1.65,10.53,4.93,,287.0
2016-09-25 01:12:00+00:00,1.63,5.56,4.84,,224.0
2016-09-25 01:42:00+00:00,1.5,10.53,4.92,,286.0
2016-09-25 02:12:00+00:00,1.51,9.88,4.98,,273.0
2016-09-25 02:42:00+00:00,1.56,10.53,5.14,,290.0
2016-09-25 03:12:00+00:00,1.5,11.11,5.1,,283.0
2016-09-25 03:42:00+00:00,1.54,11.11,5.08,,287.0
2016-09-25 04:12:00+00:00,1.45,5.88,5.09,,225.0
2016-09-25 04:42:00+00:00,1.44,9.88,5.25,,277.0
2016-09-25 05:12:00+00:00,1.43,9.88,5.12,,287.0
2016-09-25 06:12:00+00:00,1.42,9.88,5.13,,282.0
2016-09-25 07:12:00+00:00,1.48,10.53,5.29,,277.0
2016-09-25 07:42:00+00:00,1.49,10.53,5.18,,269.0
2016-09-25 08:12:00+00:00,1.56,10.53,5.42,,280.0
2016-09-25 08:42:00+00:00,1.49,10.53,5.21,,267.0
2016-09-25 09:12:00+00:00,1.39,11.11,5.15,,273.0
2016-09-25 09:42:00+00:00,1.43,10.53,5.31,,282.0
2016-09-25 10:12:00+00:00,1.38,10.53,5.19,,277.0
2016-09-25 10:42:00+00:00,1.45,9.88,5.34,,286.0
2016-09-25 11:12:00+00:00,1.39,11.76,5.46,,286.0
2016-09-25 11:42:00+00:00,1.35,11.76,5.52,,296.0
2016-09-25 12:12:00+00:00,1.41,10.53,5.55,,286.0
2016-09-25 12:42:00+00:00,1.36,11.11,5.79,,289.0
2016-09-25 13:12:00+00:00,1.32,11.76,5.39,,282.0
2016-09-25 13:42:00+00:00,1.27,10.53,5.38,,280.0
2016-09-25 14:12:00+00:00,1.33,11.11,5.64,,277.0
2016-09-25 14:42:00+00:00,1.18,10.53,5.2,,284.0
