,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8665530
station_name,"Charleston, Cooper River Entrance, SC"
station_code,8665530
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8665530:A1
lon,-79.9236
lat,32.7808
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
