,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8651370
station_name,"Duck, NC"
station_code,8651370
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8651370:B1
lon,-75.7467
lat,36.1833
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
