,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8727520
station_name,"Cedar Key, FL"
station_code,8727520
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8727520:A1
lon,-83.0317
lat,29.135
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
