,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8670870
station_name,"Fort Pulaski, GA"
station_code,8670870
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8670870:A1
lon,-80.9017
lat,32.0367
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
