,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:2695535
station_name,Bermuda Biological Station
station_code,2695535
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:2695535:N1
lon,-64.695
lat,32.37
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
