,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8725110
station_name,"Naples, Gulf of Mexico, FL"
station_code,8725110
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8725110:A1
lon,-81.8075
lat,26.1317
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
