,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8652587
station_name,"Oregon Inlet Marina, NC"
station_code,8652587
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8652587:A1
lon,-75.5481
lat,35.795
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
