,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8656483
station_name,"Beaufort, Duke Marine Lab, NC"
station_code,8656483
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8656483:Y1
lon,-76.67
lat,34.72
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
