,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8726520
station_name,"St. Petersburg, Tampa Bay, FL"
station_code,8726520
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8726520:Y1
lon,-82.6269
lat,27.7606
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
