,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8722956
station_name,"South Port Everglades, FL"
station_code,8722956
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8722956:Y1
lon,-80.1167
lat,26.0817
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
