date_time,water_surface_height_above_reference_datum (m)
2018-08-26 12:00:00+00:00,0.48
2018-08-26 12:06:00+00:00,0.466
2018-08-26 12:12:00+00:00,0.47200000000000003
2018-08-26 12:18:00+00:00,0.47200000000000003
2018-08-26 12:24:00+00:00,0.47200000000000003
2018-08-26 12:30:00+00:00,0.465
2018-08-26 12:36:00+00:00,0.47
2018-08-26 12:42:00+00:00,0.466
2018-08-26 12:48:00+00:00,0.47100000000000003
2018-08-26 12:54:00+00:00,0.46
2018-08-26 13:00:00+00:00,0.457
2018-08-26 13:06:00+00:00,0.461
2018-08-26 13:12:00+00:00,0.44799999999999995
2018-08-26 13:18:00+00:00,0.447
2018-08-26 13:24:00+00:00,0.452
2018-08-26 13:30:00+00:00,0.435
2018-08-26 13:36:00+00:00,0.42700000000000005
2018-08-26 13:42:00+00:00,0.429
2018-08-26 13:48:00+00:00,0.415
2018-08-26 13:54:00+00:00,0.414
2018-08-26 14:00:00+00:00,0.405
2018-08-26 14:06:00+00:00,0.396
2018-08-26 14:24:00+00:00,0.38
2018-08-26 14:30:00+00:00,0.381
2018-08-26 14:36:00+00:00,0.35600000000000004
2018-08-26 14:42:00+00:00,0.37
2018-08-26 14:48:00+00:00,0.344
2018-08-26 14:54:00+00:00,0.35100000000000003
2018-08-26 15:00:00+00:00,0.345
2018-08-26 15:06:00+00:00,0.336
2018-08-26 15:12:00+00:00,0.34299999999999997
2018-08-26 15:18:00+00:00,0.326
2018-08-26 15:24:00+00:00,0.325
2018-08-26 15:30:00+00:00,0.312
2018-08-26 15:36:00+00:00,0.311
2018-08-26 15:42:00+00:00,0.301
2018-08-26 15:48:00+00:00,0.294
2018-08-26 15:54:00+00:00,0.281
2018-08-26 16:00:00+00:00,0.287
2018-08-26 16:06:00+00:00,0.27399999999999997
2018-08-26 16:12:00+00:00,0.273
2018-08-26 16:18:00+00:00,0.264
2018-08-26 16:24:00+00:00,0.259
2018-08-26 16:30:00+00:00,0.257
2018-08-26 16:36:00+00:00,0.24600000000000002
2018-08-26 16:42:00+00:00,0.24100000000000002
2018-08-26 16:48:00+00:00,0.239
2018-08-26 16:54:00+00:00,0.235
2018-08-26 17:00:00+00:00,0.21899999999999997
2018-08-26 17:06:00+00:00,0.22399999999999998
2018-08-26 17:12:00+00:00,0.217
2018-08-26 17:18:00+00:00,0.21100000000000002
2018-08-26 17:24:00+00:00,0.207
2018-08-26 17:30:00+00:00,0.20199999999999999
2018-08-26 17:36:00+00:00,0.20600000000000002
2018-08-26 17:42:00+00:00,0.196
2018-08-26 17:48:00+00:00,0.195
2018-08-26 17:54:00+00:00,0.204
2018-08-26 18:00:00+00:00,0.19899999999999998
2018-08-26 18:06:00+00:00,0.19399999999999998
2018-08-26 18:12:00+00:00,0.19399999999999998
2018-08-26 18:18:00+00:00,0.193
2018-08-26 18:24:00+00:00,0.19699999999999998
2018-08-26 18:30:00+00:00,0.19899999999999998
2018-08-26 18:36:00+00:00,0.2
2018-08-26 18:42:00+00:00,0.198
2018-08-26 18:48:00+00:00,0.21
2018-08-26 18:54:00+00:00,0.19699999999999998
2018-08-26 19:00:00+00:00,0.212
2018-08-26 19:06:00+00:00,0.2
2018-08-26 19:12:00+00:00,0.21
2018-08-26 19:18:00+00:00,0.22
2018-08-26 19:24:00+00:00,0.23
2018-08-26 19:30:00+00:00,0.21899999999999997
2018-08-26 19:36:00+00:00,0.23199999999999998
2018-08-26 19:42:00+00:00,0.24
2018-08-26 19:48:00+00:00,0.24
2018-08-26 19:54:00+00:00,0.263
2018-08-26 20:00:00+00:00,0.245
2018-08-26 20:06:00+00:00,0.27399999999999997
2018-08-26 20:12:00+00:00,0.282
2018-08-26 20:18:00+00:00,0.28800000000000003
2018-08-26 20:24:00+00:00,0.299
2018-08-26 20:30:00+00:00,0.305
2018-08-26 20:36:00+00:00,0.319
2018-08-26 20:42:00+00:00,0.324
2018-08-26 20:48:00+00:00,0.34
2018-08-26 20:54:00+00:00,0.35200000000000004
2018-08-26 21:00:00+00:00,0.36
2018-08-26 21:06:00+00:00,0.37799999999999995
2018-08-26 21:12:00+00:00,0.37799999999999995
2018-08-26 21:18:00+00:00,0.39799999999999996
2018-08-26 21:24:00+00:00,0.4
2018-08-26 21:30:00+00:00,0.414
2018-08-26 21:36:00+00:00,0.418
2018-08-26 21:42:00+00:00,0.434
2018-08-26 21:48:00+00:00,0.447
2018-08-26 21:54:00+00:00,0.45
2018-08-26 22:00:00+00:00,0.47
2018-08-26 22:06:00+00:00,0.478
2018-08-26 22:12:00+00:00,0.486
2018-08-26 22:18:00+00:00,0.518
2018-08-26 22:24:00+00:00,0.498
2018-08-26 22:30:00+00:00,0.531
2018-08-26 22:36:00+00:00,0.5329999999999999
2018-08-26 22:42:00+00:00,0.5379999999999999
2018-08-26 22:48:00+00:00,0.5579999999999999
2018-08-26 22:54:00+00:00,0.5579999999999999
2018-08-26 23:00:00+00:00,0.5670000000000001
2018-08-26 23:06:00+00:00,0.585
2018-08-26 23:12:00+00:00,0.591
2018-08-26 23:18:00+00:00,0.599
2018-08-26 23:24:00+00:00,0.606
2018-08-26 23:30:00+00:00,0.615
2018-08-26 23:36:00+00:00,0.618
2018-08-26 23:42:00+00:00,0.623
2018-08-26 23:48:00+00:00,0.637
2018-08-26 23:54:00+00:00,0.634
2018-08-27 00:00:00+00:00,0.655
2018-08-27 00:06:00+00:00,0.648
2018-08-27 00:12:00+00:00,0.664
2018-08-27 00:18:00+00:00,0.6609999999999999
2018-08-27 00:24:00+00:00,0.6609999999999999
2018-08-27 00:30:00+00:00,0.672
2018-08-27 00:36:00+00:00,0.665
2018-08-27 00:42:00+00:00,0.679
2018-08-27 00:48:00+00:00,0.66
2018-08-27 00:54:00+00:00,0.672
2018-08-27 01:00:00+00:00,0.6729999999999999
2018-08-27 01:06:00+00:00,0.672
2018-08-27 01:12:00+00:00,0.679
2018-08-27 01:18:00+00:00,0.675
2018-08-27 01:24:00+00:00,0.667
2018-08-27 01:30:00+00:00,0.667
2018-08-27 01:36:00+00:00,0.6759999999999999
2018-08-27 01:42:00+00:00,0.654
2018-08-27 01:48:00+00:00,0.6679999999999999
2018-08-27 01:54:00+00:00,0.6609999999999999
2018-08-27 02:00:00+00:00,0.655
2018-08-27 02:06:00+00:00,0.649
2018-08-27 02:12:00+00:00,0.643
2018-08-27 02:18:00+00:00,0.6409999999999999
2018-08-27 02:24:00+00:00,0.621
2018-08-27 02:30:00+00:00,0.616
2018-08-27 02:36:00+00:00,0.616
2018-08-27 02:42:00+00:00,0.606
2018-08-27 02:48:00+00:00,0.597
2018-08-27 02:54:00+00:00,0.586
2018-08-27 03:00:00+00:00,0.579
2018-08-27 03:06:00+00:00,0.5710000000000001
2018-08-27 03:12:00+00:00,0.5589999999999999
2018-08-27 03:18:00+00:00,0.552
2018-08-27 03:24:00+00:00,0.555
2018-08-27 03:30:00+00:00,0.539
2018-08-27 03:36:00+00:00,0.528
2018-08-27 03:42:00+00:00,0.535
2018-08-27 03:48:00+00:00,0.516
2018-08-27 03:54:00+00:00,0.516
2018-08-27 04:00:00+00:00,0.49200000000000005
2018-08-27 04:06:00+00:00,0.493
2018-08-27 04:12:00+00:00,0.48200000000000004
2018-08-27 04:18:00+00:00,0.467
2018-08-27 04:24:00+00:00,0.46299999999999997
2018-08-27 04:30:00+00:00,0.45299999999999996
