,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8654467
station_name,"USCG Station Hatteras, NC"
station_code,8654467
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8654467:Y1
lon,-75.7042
lat,35.2086
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
