,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8726667
station_name,"Mckay Bay Entrance, FL"
station_code,8726667
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8726667:A1
lon,-82.425
lat,27.9133
depth,
standard_name,water_surface_height_above_reference_datum
units,meters
