date_time,wind_from_direction (degree),wind_speed (m/s),wind_speed_of_gust (m/s),upward_air_velocity (m/s)
2018-08-26 12:50:00+00:00,110.0,1.0,2.0,
2018-08-26 13:50:00+00:00,90.0,2.0,2.0,
2018-08-26 14:50:00+00:00,70.0,1.0,1.0,
2018-08-26 15:50:00+00:00,40.0,1.0,1.0,
2018-08-26 16:50:00+00:00,310.0,5.0,6.0,
2018-08-26 17:50:00+00:00,360.0,1.0,2.0,
2018-08-26 18:50:00+00:00,60.0,3.0,4.0,
2018-08-26 19:50:00+00:00,80.0,4.0,5.0,
2018-08-26 20:50:00+00:00,100.0,4.0,5.0,
2018-08-26 21:50:00+00:00,100.0,3.0,4.0,
2018-08-26 22:50:00+00:00,100.0,4.0,4.0,
2018-08-26 23:50:00+00:00,120.0,4.0,4.0,
2018-08-27 00:50:00+00:00,110.0,4.0,5.0,
2018-08-27 01:50:00+00:00,110.0,2.0,3.0,
2018-08-27 02:50:00+00:00,100.0,2.0,3.0,
2018-08-27 03:50:00+00:00,100.0,2.0,2.0,
2018-08-27 04:50:00+00:00,100.0,1.0,2.0,
2018-08-27 05:50:00+00:00,100.0,1.0,1.0,
2018-08-27 06:50:00+00:00,140.0,2.0,3.0,
2018-08-27 07:50:00+00:00,120.0,1.0,2.0,
2018-08-27 08:50:00+00:00,120.0,2.0,2.0,
2018-08-27 09:50:00+00:00,140.0,2.0,2.0,
2018-08-27 10:50:00+00:00,,0.0,1.0,
2018-08-27 11:50:00+00:00,,0.0,1.0,
2018-08-27 19:50:00+00:00,80.0,3.0,4.0,
2018-08-27 20:50:00+00:00,80.0,5.0,5.0,
2018-08-27 21:50:00+00:00,110.0,5.0,6.0,
2018-08-27 22:50:00+00:00,120.0,5.0,6.0,
2018-08-28 00:50:00+00:00,130.0,5.0,6.0,
2018-08-28 01:50:00+00:00,130.0,4.0,5.0,
2018-08-28 02:50:00+00:00,130.0,5.0,5.0,
2018-08-28 03:50:00+00:00,140.0,4.0,4.0,
2018-08-28 04:50:00+00:00,150.0,4.0,4.0,
2018-08-28 05:50:00+00:00,150.0,4.0,4.0,
2018-08-28 06:50:00+00:00,140.0,5.0,6.0,
2018-08-28 07:50:00+00:00,130.0,4.0,4.0,
2018-08-28 08:50:00+00:00,170.0,5.0,6.0,
2018-08-28 09:50:00+00:00,170.0,6.0,7.0,
2018-08-28 10:50:00+00:00,150.0,4.0,5.0,
2018-08-28 11:50:00+00:00,160.0,3.0,3.0,
2018-08-28 12:50:00+00:00,130.0,2.0,2.0,
2018-08-28 13:50:00+00:00,230.0,8.0,10.0,
2018-08-28 14:50:00+00:00,280.0,7.0,9.0,
2018-08-28 15:50:00+00:00,280.0,5.0,6.0,
2018-08-28 16:50:00+00:00,200.0,2.0,3.0,
2018-08-28 17:50:00+00:00,40.0,1.0,2.0,
