date_time,wind_from_direction (degree),wind_speed (m/s),wind_speed_of_gust (m/s),upward_air_velocity (m/s)
2018-08-26 12:00:00+00:00,50.0,6.0,8.0,
2018-08-26 13:00:00+00:00,90.0,7.0,9.0,
2018-08-26 14:00:00+00:00,90.0,8.0,10.0,
2018-08-26 15:00:00+00:00,100.0,8.0,9.0,
2018-08-26 16:00:00+00:00,90.0,10.0,12.0,
2018-08-26 17:00:00+00:00,100.0,9.0,11.0,
2018-08-26 18:00:00+00:00,90.0,8.0,9.0,
2018-08-26 19:00:00+00:00,100.0,8.0,9.0,
2018-08-26 20:00:00+00:00,90.0,8.0,9.0,
2018-08-26 20:10:00+00:00,100.0,7.0,9.0,
2018-08-26 20:20:00+00:00,100.0,7.0,9.0,
2018-08-26 20:30:00+00:00,100.0,7.0,9.0,
2018-08-26 20:40:00+00:00,100.0,7.0,8.0,
2018-08-26 20:50:00+00:00,90.0,7.0,9.0,
2018-08-26 21:00:00+00:00,90.0,7.0,8.0,
2018-08-26 21:10:00+00:00,90.0,7.0,9.0,
2018-08-26 21:20:00+00:00,90.0,8.0,9.0,
2018-08-26 21:30:00+00:00,90.0,7.0,9.0,
2018-08-26 21:40:00+00:00,90.0,7.0,9.0,
2018-08-26 21:50:00+00:00,90.0,7.0,9.0,
2018-08-26 22:00:00+00:00,80.0,7.0,8.0,
2018-08-26 22:10:00+00:00,90.0,7.0,9.0,
2018-08-26 22:20:00+00:00,90.0,8.0,9.0,
2018-08-26 22:30:00+00:00,90.0,8.0,9.0,
2018-08-26 22:40:00+00:00,90.0,7.0,8.0,
2018-08-26 22:50:00+00:00,80.0,7.0,9.0,
2018-08-26 23:00:00+00:00,80.0,7.0,9.0,
2018-08-26 23:10:00+00:00,70.0,8.0,10.0,
2018-08-26 23:20:00+00:00,80.0,8.0,9.0,
2018-08-26 23:30:00+00:00,80.0,7.0,9.0,
2018-08-26 23:40:00+00:00,80.0,8.0,9.0,
2018-08-26 23:50:00+00:00,80.0,7.0,9.0,
2018-08-27 00:00:00+00:00,80.0,8.0,9.0,
2018-08-27 00:10:00+00:00,80.0,8.0,10.0,
2018-08-27 00:20:00+00:00,70.0,8.0,10.0,
2018-08-27 00:30:00+00:00,60.0,8.0,10.0,
2018-08-27 00:40:00+00:00,60.0,7.0,9.0,
2018-08-27 00:50:00+00:00,60.0,7.0,9.0,
2018-08-27 01:00:00+00:00,60.0,7.0,9.0,
2018-08-27 01:10:00+00:00,60.0,7.0,9.0,
