date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2018-08-26 12:00:00+00:00,0.48,8.33,4.0,,263.0
2018-08-26 14:30:00+00:00,0.49,6.67,4.71,,289.0
2018-08-26 16:00:00+00:00,0.47,7.14,4.75,,284.0
2018-08-26 16:30:00+00:00,0.4,7.69,4.53,,279.0
2018-08-26 18:00:00+00:00,0.37,7.14,4.41,,279.0
2018-08-26 20:30:00+00:00,0.47,6.67,3.75,,281.0
2018-08-26 21:00:00+00:00,0.49,6.67,3.78,,281.0
2018-08-27 00:00:00+00:00,0.47,9.09,3.73,,256.0
2018-08-27 00:30:00+00:00,0.48,8.33,3.71,,247.0
2018-08-27 01:00:00+00:00,0.47,4.0,3.69,,282.0
2018-08-27 03:00:00+00:00,0.48,3.7,3.66,,284.0
2018-08-27 03:30:00+00:00,0.49,3.45,3.64,,288.0
2018-08-27 04:00:00+00:00,0.51,4.17,3.68,,289.0
2018-08-27 04:30:00+00:00,0.47,3.7,3.69,,285.0
2018-08-27 05:00:00+00:00,0.49,3.57,3.61,,281.0
2018-08-27 06:00:00+00:00,0.5,3.85,3.49,,274.0
2018-08-27 07:30:00+00:00,0.55,3.7,3.54,,282.0
2018-08-27 08:30:00+00:00,0.56,4.17,3.63,,274.0
2018-08-27 09:00:00+00:00,0.57,4.17,3.74,,285.0
2018-08-27 09:30:00+00:00,0.54,4.0,3.64,,284.0
2018-08-27 10:00:00+00:00,0.55,4.0,3.76,,287.0
2018-08-27 10:30:00+00:00,0.55,4.35,3.76,,277.0
2018-08-27 11:30:00+00:00,0.53,4.0,3.76,,281.0
2018-08-27 13:30:00+00:00,0.51,4.17,4.11,,275.0
2018-08-27 14:00:00+00:00,0.49,4.76,4.04,,265.0
2018-08-27 14:30:00+00:00,0.51,4.76,3.87,,268.0
2018-08-27 15:00:00+00:00,0.51,4.76,3.81,,267.0
2018-08-27 16:00:00+00:00,0.53,5.56,3.83,,270.0
2018-08-27 17:00:00+00:00,0.52,5.56,3.95,,277.0
2018-08-27 18:30:00+00:00,0.56,5.0,3.64,,277.0
2018-08-27 20:00:00+00:00,0.67,5.88,3.4,,278.0
2018-08-27 20:30:00+00:00,0.67,3.85,3.45,,258.0
2018-08-27 21:00:00+00:00,0.72,5.88,3.62,,277.0
2018-08-27 21:30:00+00:00,0.73,5.88,3.63,,279.0
2018-08-27 23:00:00+00:00,0.67,5.88,3.5,,274.0
2018-08-27 23:30:00+00:00,0.71,5.88,3.64,,275.0
2018-08-28 00:00:00+00:00,0.65,3.7,3.62,,263.0
2018-08-28 00:30:00+00:00,0.61,3.23,3.62,,271.0
2018-08-28 01:00:00+00:00,0.58,6.25,3.77,,279.0
2018-08-28 01:30:00+00:00,0.6,5.56,3.69,,272.0
2018-08-28 03:30:00+00:00,0.58,3.45,3.47,,256.0
2018-08-28 04:00:00+00:00,0.59,3.33,3.54,,260.0
2018-08-28 05:00:00+00:00,0.57,3.45,3.62,,265.0
2018-08-28 05:30:00+00:00,0.56,3.45,3.53,,274.0
2018-08-28 06:00:00+00:00,0.55,3.57,3.63,,267.0
2018-08-28 06:30:00+00:00,0.54,3.57,3.61,,268.0
2018-08-28 07:00:00+00:00,0.5,3.45,3.55,,271.0
2018-08-28 07:30:00+00:00,0.54,3.57,3.59,,268.0
2018-08-28 08:00:00+00:00,0.53,3.7,3.55,,267.0
2018-08-28 08:30:00+00:00,0.53,3.33,3.47,,287.0
2018-08-28 09:00:00+00:00,0.56,3.85,3.52,,267.0
2018-08-28 10:00:00+00:00,0.58,3.85,3.42,,274.0
2018-08-28 12:30:00+00:00,0.59,4.17,3.84,,272.0
2018-08-28 13:00:00+00:00,0.56,4.55,3.89,,268.0
2018-08-28 13:30:00+00:00,0.54,4.55,3.91,,270.0
2018-08-28 14:30:00+00:00,0.52,4.76,4.0,,271.0
2018-08-28 15:00:00+00:00,0.54,4.55,4.12,,278.0
