date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2018-08-26 12:50:00+00:00,1.6,7.69,5.15,,274.0
2018-08-26 13:50:00+00:00,1.65,6.25,5.32,,240.0
2018-08-26 14:50:00+00:00,1.69,6.67,5.42,,242.0
2018-08-26 15:50:00+00:00,1.62,6.25,5.24,,237.0
2018-08-26 16:50:00+00:00,1.73,6.67,5.37,,240.0
2018-08-26 17:50:00+00:00,1.63,6.67,5.23,,248.0
2018-08-26 18:50:00+00:00,1.57,6.67,5.23,,237.0
2018-08-26 19:50:00+00:00,1.77,7.14,5.49,,255.0
2018-08-26 20:50:00+00:00,1.66,7.14,5.32,,248.0
2018-08-26 21:50:00+00:00,1.63,6.67,5.52,,240.0
2018-08-26 23:50:00+00:00,1.63,7.14,5.32,,246.0
2018-08-27 00:50:00+00:00,1.57,7.14,5.3,,243.0
2018-08-27 01:50:00+00:00,1.62,7.14,5.21,,236.0
2018-08-27 02:50:00+00:00,1.65,6.67,5.12,,250.0
2018-08-27 03:50:00+00:00,1.89,6.67,5.31,,244.0
2018-08-27 04:50:00+00:00,1.9,7.14,5.29,,245.0
2018-08-27 05:50:00+00:00,1.74,7.14,5.1,,240.0
2018-08-27 06:50:00+00:00,1.9,7.14,5.21,,258.0
2018-08-27 07:50:00+00:00,1.81,7.14,5.29,,240.0
2018-08-27 08:50:00+00:00,1.88,6.67,5.23,,260.0
2018-08-27 09:50:00+00:00,1.98,7.14,5.25,,258.0
2018-08-27 10:50:00+00:00,1.91,7.14,5.35,,250.0
2018-08-27 11:50:00+00:00,2.09,7.14,5.48,,248.0
2018-08-27 12:50:00+00:00,1.97,7.69,5.28,,239.0
2018-08-27 13:50:00+00:00,2.08,7.14,5.61,,245.0
2018-08-27 14:50:00+00:00,1.99,7.69,5.53,,243.0
2018-08-27 15:50:00+00:00,1.96,7.14,5.7,,256.0
2018-08-27 16:50:00+00:00,2.03,7.14,5.56,,252.0
2018-08-27 17:50:00+00:00,1.93,7.69,5.56,,264.0
2018-08-27 18:50:00+00:00,1.82,7.14,5.55,,256.0
2018-08-27 19:50:00+00:00,1.99,7.69,5.73,,247.0
2018-08-27 20:50:00+00:00,1.91,7.69,5.7,,251.0
2018-08-27 21:50:00+00:00,1.9,7.69,5.65,,246.0
2018-08-27 22:50:00+00:00,1.85,7.69,5.8,,253.0
2018-08-28 00:50:00+00:00,1.82,7.69,5.57,,244.0
2018-08-28 01:50:00+00:00,1.94,7.69,5.77,,242.0
2018-08-28 02:50:00+00:00,1.84,7.69,5.71,,244.0
2018-08-28 03:50:00+00:00,1.78,7.69,5.81,,248.0
2018-08-28 04:50:00+00:00,1.8,8.33,5.6,,240.0
2018-08-28 05:50:00+00:00,1.89,8.33,5.82,,249.0
2018-08-28 06:50:00+00:00,1.76,7.69,5.6,,244.0
2018-08-28 07:50:00+00:00,1.74,7.69,5.83,,263.0
2018-08-28 08:50:00+00:00,1.66,8.33,5.54,,251.0
2018-08-28 09:50:00+00:00,1.6,7.14,5.62,,240.0
2018-08-28 10:50:00+00:00,1.66,7.69,5.75,,247.0
2018-08-28 11:50:00+00:00,1.76,8.33,6.03,,241.0
2018-08-28 12:50:00+00:00,1.62,8.33,5.79,,262.0
2018-08-28 13:50:00+00:00,1.46,8.33,5.56,,230.0
2018-08-28 14:50:00+00:00,1.61,7.69,5.57,,250.0
2018-08-28 15:50:00+00:00,1.69,8.33,5.78,,241.0
2018-08-28 16:50:00+00:00,1.61,8.33,5.64,,239.0
2018-08-28 17:50:00+00:00,1.74,8.33,5.74,,249.0
2018-08-28 18:50:00+00:00,1.58,8.33,5.6,,239.0
2018-08-28 19:50:00+00:00,1.76,7.69,5.75,,244.0
2018-08-28 20:50:00+00:00,1.61,8.33,5.67,,244.0
2018-08-28 21:50:00+00:00,1.67,8.33,5.84,,253.0
