date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2018-08-26 12:00:00+00:00,1.1,3.8,,,248.0
2018-08-26 13:00:00+00:00,1.2,5.3,,,262.0
2018-08-26 14:00:00+00:00,1.3,5.0,,,263.0
2018-08-26 15:00:00+00:00,1.2,5.9,,,270.0
2018-08-26 16:00:00+00:00,1.2,5.6,,,280.0
2018-08-26 17:00:00+00:00,1.2,5.9,,,271.0
2018-08-26 18:00:00+00:00,1.1,6.2,,,258.0
2018-08-26 20:00:00+00:00,0.9,5.9,,,234.0
2018-08-26 21:00:00+00:00,0.8,5.9,,,230.0
2018-08-26 22:00:00+00:00,0.8,5.6,,,234.0
2018-08-26 23:00:00+00:00,0.7,6.7,,,231.0
2018-08-27 00:00:00+00:00,0.8,6.7,,,244.0
2018-08-27 01:00:00+00:00,0.8,6.2,,,244.0
2018-08-27 02:00:00+00:00,0.8,5.9,,,259.0
2018-08-27 03:00:00+00:00,0.7,6.2,,,258.0
2018-08-27 04:00:00+00:00,0.7,5.9,,,274.0
2018-08-27 05:00:00+00:00,0.7,5.9,,,272.0
2018-08-27 06:00:00+00:00,0.8,5.9,,,272.0
2018-08-27 07:00:00+00:00,0.8,4.8,,,266.0
2018-08-27 08:00:00+00:00,0.8,5.9,,,255.0
2018-08-27 09:00:00+00:00,0.9,4.8,,,248.0
2018-08-27 10:00:00+00:00,0.9,5.0,,,238.0
2018-08-27 11:00:00+00:00,0.9,5.3,,,246.0
2018-08-27 12:00:00+00:00,0.9,5.6,,,250.0
2018-08-27 13:00:00+00:00,0.9,5.9,,,257.0
2018-08-27 14:00:00+00:00,0.9,5.0,,,258.0
2018-08-27 15:00:00+00:00,0.9,5.9,,,251.0
2018-08-27 16:00:00+00:00,0.9,5.3,,,247.0
2018-08-27 17:00:00+00:00,0.9,5.6,,,260.0
2018-08-27 18:00:00+00:00,0.9,5.0,,,262.0
2018-08-27 19:00:00+00:00,0.8,4.0,,,271.0
2018-08-27 20:00:00+00:00,0.8,5.0,,,245.0
2018-08-27 21:00:00+00:00,0.8,4.0,,,251.0
2018-08-27 22:00:00+00:00,0.9,4.3,,,242.0
2018-08-28 00:00:00+00:00,0.9,4.3,,,247.0
2018-08-28 01:00:00+00:00,0.8,5.6,,,251.0
2018-08-28 02:00:00+00:00,0.8,4.0,,,265.0
2018-08-28 03:00:00+00:00,0.8,5.6,,,270.0
2018-08-28 04:00:00+00:00,0.8,4.3,,,273.0
2018-08-28 05:00:00+00:00,0.8,5.6,,,264.0
2018-08-28 06:00:00+00:00,0.9,5.9,,,253.0
2018-08-28 07:00:00+00:00,1.0,5.6,,,248.0
2018-08-28 08:00:00+00:00,0.8,5.9,,,240.0
2018-08-28 09:00:00+00:00,0.8,5.6,,,244.0
2018-08-28 10:00:00+00:00,0.9,5.6,,,234.0
2018-08-28 11:00:00+00:00,0.9,5.9,,,237.0
2018-08-28 12:00:00+00:00,0.9,5.9,,,230.0
2018-08-28 13:00:00+00:00,1.0,5.9,,,233.0
2018-08-28 14:00:00+00:00,1.0,6.2,,,230.0
2018-08-28 15:00:00+00:00,1.0,5.6,,,241.0
2018-08-28 16:00:00+00:00,1.0,5.3,,,254.0
2018-08-28 17:00:00+00:00,1.0,5.9,,,264.0
2018-08-28 18:00:00+00:00,1.0,5.6,,,260.0
2018-08-28 19:00:00+00:00,0.9,5.9,,,248.0
2018-08-28 20:00:00+00:00,0.9,5.3,,,244.0
2018-08-28 22:00:00+00:00,0.8,5.9,,,244.0
2018-08-28 23:00:00+00:00,0.8,5.3,,,237.0
2018-08-29 00:00:00+00:00,0.9,5.6,,,232.0
2018-08-29 01:00:00+00:00,1.0,5.3,,,229.0
2018-08-29 03:00:00+00:00,1.0,5.9,,,251.0
2018-08-29 04:00:00+00:00,1.0,5.9,,,270.0
2018-08-29 05:00:00+00:00,1.0,5.3,,,280.0
2018-08-29 06:00:00+00:00,1.1,5.6,,,277.0
2018-08-29 07:00:00+00:00,1.0,5.6,,,266.0
2018-08-29 08:00:00+00:00,1.0,5.3,,,257.0
2018-08-29 09:00:00+00:00,1.1,4.5,,,248.0
2018-08-29 10:00:00+00:00,1.1,5.9,,,243.0
2018-08-29 11:00:00+00:00,1.0,6.7,,,242.0
2018-08-29 12:00:00+00:00,1.1,6.7,,,245.0
2018-08-29 13:00:00+00:00,1.2,5.9,,,248.0
2018-08-29 14:00:00+00:00,1.2,6.2,,,254.0
2018-08-29 15:00:00+00:00,1.1,6.7,,,249.0
2018-08-29 16:00:00+00:00,1.2,6.2,,,264.0
2018-08-29 17:00:00+00:00,1.3,5.9,,,270.0
2018-08-29 18:00:00+00:00,1.3,4.8,,,286.0
2018-08-29 19:00:00+00:00,1.4,6.2,,,285.0
2018-08-29 20:00:00+00:00,1.4,6.2,,,277.0
2018-08-29 21:00:00+00:00,1.5,5.6,,,266.0
2018-08-29 23:00:00+00:00,1.6,6.7,,,243.0
2018-08-30 00:00:00+00:00,1.5,7.1,,,239.0
2018-08-30 01:00:00+00:00,1.4,6.7,,,243.0
2018-08-30 02:00:00+00:00,1.3,7.1,,,248.0
2018-08-30 03:00:00+00:00,1.4,5.9,,,258.0
2018-08-30 05:00:00+00:00,1.2,5.9,,,276.0
2018-08-30 06:00:00+00:00,1.2,6.7,,,282.0
2018-08-30 07:00:00+00:00,1.2,6.7,,,285.0
2018-08-30 08:00:00+00:00,1.2,6.2,,,266.0
2018-08-30 09:00:00+00:00,1.1,5.9,,,254.0
2018-08-30 10:00:00+00:00,1.1,5.9,,,238.0
2018-08-30 11:00:00+00:00,1.1,5.6,,,245.0
2018-08-30 12:00:00+00:00,1.2,6.2,,,243.0
2018-08-30 13:00:00+00:00,1.2,4.8,,,251.0
2018-08-30 14:00:00+00:00,1.3,6.2,,,248.0
2018-08-30 15:00:00+00:00,1.3,6.7,,,254.0
2018-08-30 16:00:00+00:00,1.4,6.2,,,255.0
2018-08-30 17:00:00+00:00,1.3,6.2,,,253.0
2018-08-30 18:00:00+00:00,1.2,6.2,,,248.0
2018-08-30 19:00:00+00:00,0.9,5.9,,,241.0
2018-08-30 20:00:00+00:00,0.9,5.9,,,240.0
2018-08-30 21:00:00+00:00,0.9,5.9,,,236.0
2018-08-31 04:00:00+00:00,1.0,6.2,,,238.0
2018-08-31 06:00:00+00:00,0.9,7.1,,,247.0
2018-08-31 12:00:00+00:00,0.9,7.1,,,240.0
2018-08-31 18:00:00+00:00,1.2,5.6,,,269.0
2018-08-31 20:00:00+00:00,1.2,5.6,,,270.0
2018-08-31 21:00:00+00:00,1.1,5.6,,,273.0
2018-09-01 07:00:00+00:00,0.9,6.2,,,274.0
2018-09-01 22:00:00+00:00,0.8,5.3,,,318.0
2018-09-02 01:00:00+00:00,0.7,5.3,,,276.0
2018-09-02 19:00:00+00:00,0.8,5.3,,,277.0
2018-09-02 20:00:00+00:00,0.8,5.3,,,281.0
2018-09-02 22:00:00+00:00,0.7,4.8,,,278.0
2018-09-03 03:00:00+00:00,0.8,4.0,,,259.0
2018-09-03 18:00:00+00:00,0.8,5.0,,,210.0
2018-09-03 19:00:00+00:00,0.8,6.2,,,216.0
