date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2018-08-26 12:00:00+00:00,1.2,6.9,,,236.0
2018-08-26 13:00:00+00:00,1.5,6.5,,,240.0
2018-08-26 14:00:00+00:00,1.4,6.9,,,240.0
2018-08-26 15:00:00+00:00,1.4,6.5,,,246.0
2018-08-26 16:00:00+00:00,1.6,6.7,,,246.0
2018-08-26 17:00:00+00:00,1.5,7.1,,,246.0
2018-08-26 18:00:00+00:00,1.4,7.1,,,246.0
2018-08-26 19:00:00+00:00,1.3,6.9,,,244.0
2018-08-26 20:00:00+00:00,1.3,7.1,,,244.0
2018-08-26 21:00:00+00:00,1.2,7.1,,,246.0
2018-08-26 22:00:00+00:00,1.2,6.9,,,244.0
2018-08-26 23:00:00+00:00,1.1,6.9,,,242.0
2018-08-27 00:00:00+00:00,1.0,6.5,,,240.0
2018-08-27 01:00:00+00:00,1.0,6.9,,,238.0
2018-08-27 02:00:00+00:00,1.0,6.5,,,236.0
2018-08-27 03:00:00+00:00,0.9,7.1,,,242.0
2018-08-27 04:00:00+00:00,1.1,6.7,,,244.0
2018-08-27 05:00:00+00:00,1.0,6.1,,,244.0
2018-08-27 06:00:00+00:00,1.1,6.9,,,244.0
2018-08-27 07:00:00+00:00,1.0,6.5,,,242.0
2018-08-27 08:00:00+00:00,1.1,5.9,,,242.0
2018-08-27 09:00:00+00:00,1.2,4.9,,,244.0
2018-08-27 10:00:00+00:00,1.1,5.9,,,242.0
2018-08-27 11:00:00+00:00,1.2,5.7,,,244.0
2018-08-27 12:00:00+00:00,1.1,6.5,,,244.0
2018-08-27 13:00:00+00:00,1.1,6.3,,,244.0
2018-08-27 14:00:00+00:00,1.1,6.3,,,246.0
2018-08-27 15:00:00+00:00,1.3,5.4,,,248.0
2018-08-27 16:00:00+00:00,1.2,5.4,,,248.0
2018-08-27 17:00:00+00:00,1.2,5.3,,,246.0
2018-08-27 18:00:00+00:00,1.1,5.7,,,244.0
2018-08-27 19:00:00+00:00,1.1,5.7,,,244.0
2018-08-27 20:00:00+00:00,1.1,5.7,,,240.0
2018-08-27 21:00:00+00:00,1.0,5.9,,,240.0
2018-08-27 22:00:00+00:00,1.0,5.9,,,242.0
2018-08-27 23:00:00+00:00,1.1,6.1,,,244.0
2018-08-28 00:00:00+00:00,1.0,5.7,,,238.0
2018-08-28 01:00:00+00:00,1.0,6.5,,,240.0
2018-08-28 02:00:00+00:00,0.9,5.4,,,242.0
2018-08-28 03:00:00+00:00,1.0,6.5,,,240.0
2018-08-28 04:00:00+00:00,1.0,5.4,,,236.0
2018-08-28 05:00:00+00:00,1.0,5.1,,,244.0
2018-08-28 06:00:00+00:00,1.0,5.7,,,238.0
2018-08-28 07:00:00+00:00,0.9,5.9,,,238.0
2018-08-28 08:00:00+00:00,1.0,5.0,,,240.0
2018-08-28 09:00:00+00:00,1.0,6.3,,,240.0
2018-08-28 10:00:00+00:00,1.1,6.9,,,240.0
2018-08-28 11:00:00+00:00,1.1,6.5,,,240.0
2018-08-28 12:00:00+00:00,1.1,6.3,,,240.0
2018-08-28 13:00:00+00:00,1.1,5.9,,,242.0
2018-08-28 14:00:00+00:00,1.2,5.7,,,244.0
2018-08-28 15:00:00+00:00,1.2,5.9,,,246.0
2018-08-28 16:00:00+00:00,1.2,5.6,,,246.0
2018-08-28 17:00:00+00:00,1.2,6.3,,,244.0
2018-08-28 18:00:00+00:00,1.2,6.1,,,244.0
2018-08-28 19:00:00+00:00,1.3,6.3,,,244.0
2018-08-28 20:00:00+00:00,1.3,6.1,,,244.0
2018-08-28 21:00:00+00:00,1.0,6.3,,,238.0
2018-08-28 22:00:00+00:00,1.0,6.7,,,238.0
2018-08-28 23:00:00+00:00,1.2,6.3,,,240.0
2018-08-29 00:00:00+00:00,1.0,7.4,,,240.0
2018-08-29 01:00:00+00:00,1.1,6.7,,,242.0
2018-08-29 02:00:00+00:00,1.2,6.5,,,240.0
2018-08-29 03:00:00+00:00,1.3,6.1,,,240.0
2018-08-29 04:00:00+00:00,1.3,5.7,,,242.0
2018-08-29 05:00:00+00:00,1.3,5.4,,,244.0
2018-08-29 06:00:00+00:00,1.2,5.7,,,244.0
2018-08-29 07:00:00+00:00,1.3,6.1,,,250.0
2018-08-29 08:00:00+00:00,1.3,5.9,,,248.0
2018-08-29 09:00:00+00:00,1.4,6.1,,,244.0
2018-08-29 10:00:00+00:00,1.4,6.1,,,248.0
2018-08-29 11:00:00+00:00,1.4,6.9,,,248.0
2018-08-29 12:00:00+00:00,1.4,6.3,,,244.0
2018-08-29 13:00:00+00:00,1.4,6.7,,,248.0
2018-08-29 14:00:00+00:00,1.4,5.9,,,248.0
2018-08-29 15:00:00+00:00,1.5,6.1,,,250.0
2018-08-29 16:00:00+00:00,1.4,6.1,,,246.0
2018-08-29 17:00:00+00:00,1.5,6.7,,,246.0
2018-08-29 18:00:00+00:00,1.4,6.3,,,246.0
2018-08-29 19:00:00+00:00,1.5,6.3,,,248.0
2018-08-29 20:00:00+00:00,1.6,5.6,,,246.0
2018-08-29 21:00:00+00:00,1.6,7.4,,,244.0
2018-08-29 22:00:00+00:00,1.5,6.7,,,244.0
2018-08-29 23:00:00+00:00,1.7,6.9,,,242.0
2018-08-30 00:00:00+00:00,1.8,6.1,,,242.0
2018-08-30 01:00:00+00:00,1.6,6.9,,,240.0
2018-08-30 02:00:00+00:00,1.3,5.7,,,240.0
2018-08-30 03:00:00+00:00,1.4,7.4,,,240.0
2018-08-30 04:00:00+00:00,1.3,6.5,,,236.0
2018-08-30 05:00:00+00:00,1.4,8.3,,,240.0
2018-08-30 06:00:00+00:00,1.3,6.3,,,242.0
2018-08-30 07:00:00+00:00,1.3,6.5,,,244.0
2018-08-30 08:00:00+00:00,1.3,5.9,,,242.0
2018-08-30 09:00:00+00:00,1.2,5.7,,,240.0
2018-08-30 10:00:00+00:00,1.3,5.7,,,240.0
2018-08-30 11:00:00+00:00,1.3,8.7,,,240.0
2018-08-30 12:00:00+00:00,1.3,6.7,,,240.0
2018-08-30 13:00:00+00:00,1.3,5.9,,,238.0
2018-08-30 14:00:00+00:00,1.6,6.7,,,240.0
2018-08-30 15:00:00+00:00,1.4,6.9,,,240.0
2018-08-30 16:00:00+00:00,1.5,6.7,,,240.0
2018-08-30 17:00:00+00:00,1.4,7.4,,,244.0
2018-08-30 18:00:00+00:00,1.3,6.1,,,242.0
2018-08-30 19:00:00+00:00,1.3,6.3,,,244.0
2018-08-30 20:00:00+00:00,1.2,6.9,,,244.0
2018-08-30 21:00:00+00:00,1.2,7.1,,,244.0
2018-08-30 22:00:00+00:00,1.1,7.1,,,242.0
2018-08-30 23:00:00+00:00,1.3,7.4,,,244.0
2018-08-31 00:00:00+00:00,1.2,4.5,,,244.0
2018-08-31 01:00:00+00:00,1.3,6.7,,,240.0
2018-08-31 02:00:00+00:00,1.4,5.9,,,242.0
2018-08-31 03:00:00+00:00,1.3,6.7,,,244.0
2018-08-31 04:00:00+00:00,1.3,6.7,,,244.0
2018-08-31 05:00:00+00:00,1.2,6.3,,,244.0
2018-08-31 06:00:00+00:00,1.1,7.7,,,242.0
2018-08-31 07:00:00+00:00,1.1,8.3,,,240.0
2018-08-31 08:00:00+00:00,1.0,5.3,,,242.0
2018-08-31 09:00:00+00:00,1.1,6.9,,,244.0
2018-08-31 10:00:00+00:00,1.1,7.7,,,244.0
2018-08-31 11:00:00+00:00,1.0,8.0,,,244.0
2018-08-31 12:00:00+00:00,1.1,7.4,,,242.0
2018-08-31 13:00:00+00:00,1.0,6.9,,,240.0
2018-08-31 14:00:00+00:00,1.1,8.0,,,242.0
2018-08-31 15:00:00+00:00,1.1,6.3,,,246.0
2018-08-31 16:00:00+00:00,1.3,6.9,,,246.0
2018-08-31 17:00:00+00:00,1.2,5.4,,,250.0
2018-08-31 18:00:00+00:00,1.4,5.1,,,248.0
2018-08-31 19:00:00+00:00,1.3,5.9,,,248.0
2018-08-31 20:00:00+00:00,1.3,5.0,,,250.0
2018-08-31 21:00:00+00:00,1.2,5.4,,,248.0
2018-08-31 22:00:00+00:00,1.2,6.1,,,252.0
2018-08-31 23:00:00+00:00,1.1,5.6,,,248.0
2018-09-01 00:00:00+00:00,1.1,6.5,,,246.0
2018-09-01 01:00:00+00:00,1.1,6.7,,,244.0
2018-09-01 02:00:00+00:00,0.9,6.5,,,244.0
2018-09-01 03:00:00+00:00,1.0,6.9,,,242.0
2018-09-01 04:00:00+00:00,1.1,6.9,,,242.0
2018-09-01 05:00:00+00:00,1.1,6.1,,,248.0
2018-09-01 06:00:00+00:00,1.1,6.9,,,248.0
2018-09-01 07:00:00+00:00,1.1,6.1,,,246.0
2018-09-01 08:00:00+00:00,1.0,4.8,,,244.0
2018-09-01 09:00:00+00:00,1.0,5.7,,,242.0
2018-09-01 10:00:00+00:00,0.9,5.6,,,240.0
2018-09-01 11:00:00+00:00,0.9,6.1,,,246.0
2018-09-01 12:00:00+00:00,1.0,5.6,,,244.0
2018-09-01 13:00:00+00:00,1.0,5.6,,,246.0
2018-09-01 14:00:00+00:00,1.0,5.4,,,246.0
2018-09-01 15:00:00+00:00,1.0,4.9,,,250.0
2018-09-01 16:00:00+00:00,1.0,6.9,,,248.0
2018-09-01 17:00:00+00:00,1.0,5.6,,,244.0
2018-09-01 18:00:00+00:00,1.0,5.4,,,244.0
2018-09-01 19:00:00+00:00,1.1,4.9,,,246.0
2018-09-01 20:00:00+00:00,0.9,4.9,,,246.0
2018-09-01 21:00:00+00:00,0.9,5.0,,,250.0
2018-09-01 22:00:00+00:00,0.8,4.5,,,244.0
2018-09-01 23:00:00+00:00,0.8,4.7,,,240.0
2018-09-02 00:00:00+00:00,0.9,4.7,,,242.0
2018-09-02 01:00:00+00:00,0.9,5.1,,,242.0
2018-09-02 02:00:00+00:00,0.9,4.8,,,238.0
2018-09-02 03:00:00+00:00,1.0,4.7,,,242.0
2018-09-02 04:00:00+00:00,1.0,5.0,,,242.0
2018-09-02 05:00:00+00:00,0.9,5.1,,,244.0
2018-09-02 06:00:00+00:00,0.9,5.6,,,242.0
2018-09-02 07:00:00+00:00,0.9,5.1,,,242.0
2018-09-02 08:00:00+00:00,1.0,5.1,,,240.0
2018-09-02 09:00:00+00:00,0.9,5.1,,,240.0
2018-09-02 10:00:00+00:00,1.0,5.4,,,242.0
2018-09-02 11:00:00+00:00,0.9,5.4,,,240.0
2018-09-02 12:00:00+00:00,0.9,5.7,,,234.0
2018-09-02 13:00:00+00:00,0.9,5.4,,,238.0
2018-09-02 14:00:00+00:00,0.9,5.9,,,240.0
2018-09-02 15:00:00+00:00,0.9,5.3,,,242.0
2018-09-02 16:00:00+00:00,0.9,5.6,,,242.0
2018-09-02 17:00:00+00:00,0.9,6.7,,,242.0
2018-09-02 18:00:00+00:00,0.9,5.7,,,246.0
2018-09-02 19:00:00+00:00,1.0,5.3,,,244.0
2018-09-02 20:00:00+00:00,0.9,5.3,,,242.0
2018-09-02 21:00:00+00:00,0.9,6.3,,,244.0
2018-09-02 22:00:00+00:00,0.9,5.0,,,244.0
2018-09-02 23:00:00+00:00,0.9,6.1,,,242.0
2018-09-03 00:00:00+00:00,0.9,4.8,,,248.0
2018-09-03 01:00:00+00:00,0.9,4.8,,,240.0
2018-09-03 02:00:00+00:00,1.0,5.4,,,242.0
2018-09-03 03:00:00+00:00,1.0,4.7,,,242.0
2018-09-03 04:00:00+00:00,1.0,4.3,,,246.0
2018-09-03 05:00:00+00:00,1.1,5.4,,,242.0
2018-09-03 06:00:00+00:00,1.0,5.1,,,240.0
2018-09-03 07:00:00+00:00,1.1,5.3,,,242.0
2018-09-03 08:00:00+00:00,1.0,5.1,,,240.0
2018-09-03 09:00:00+00:00,1.1,5.3,,,234.0
2018-09-03 10:00:00+00:00,1.1,5.7,,,236.0
2018-09-03 11:00:00+00:00,1.1,5.7,,,238.0
2018-09-03 12:00:00+00:00,1.2,5.9,,,236.0
2018-09-03 13:00:00+00:00,1.1,5.9,,,236.0
2018-09-03 14:00:00+00:00,1.1,5.7,,,238.0
2018-09-03 15:00:00+00:00,1.0,6.1,,,236.0
2018-09-03 16:00:00+00:00,1.0,5.6,,,234.0
2018-09-03 17:00:00+00:00,1.0,5.9,,,236.0
2018-09-03 18:00:00+00:00,1.1,6.1,,,238.0
2018-09-03 19:00:00+00:00,1.1,5.6,,,236.0
2018-09-03 20:00:00+00:00,1.0,6.7,,,238.0
2018-09-03 21:00:00+00:00,1.0,6.3,,,236.0
2018-09-03 22:00:00+00:00,1.0,6.7,,,236.0
2018-09-03 23:00:00+00:00,0.9,5.6,,,234.0
2018-09-04 00:00:00+00:00,0.8,5.6,,,232.0
2018-09-04 01:00:00+00:00,0.9,6.7,,,234.0
2018-09-04 02:00:00+00:00,0.8,5.7,,,234.0
2018-09-04 03:00:00+00:00,0.8,5.6,,,236.0
2018-09-04 04:00:00+00:00,0.8,6.3,,,238.0
2018-09-04 05:00:00+00:00,0.8,7.1,,,234.0
2018-09-04 06:00:00+00:00,0.9,4.8,,,236.0
2018-09-04 07:00:00+00:00,0.8,6.5,,,236.0
2018-09-04 08:00:00+00:00,0.8,6.3,,,236.0
2018-09-04 09:00:00+00:00,0.8,4.7,,,232.0
2018-09-04 10:00:00+00:00,0.8,6.7,,,234.0
2018-09-04 11:00:00+00:00,0.8,6.3,,,228.0
2018-09-04 12:00:00+00:00,0.7,7.4,,,234.0
2018-09-04 13:00:00+00:00,0.9,6.1,,,232.0
2018-09-04 14:00:00+00:00,0.9,6.3,,,238.0
2018-09-04 15:00:00+00:00,1.0,5.0,,,240.0
2018-09-04 16:00:00+00:00,0.9,5.1,,,238.0
2018-09-04 17:00:00+00:00,0.9,7.1,,,236.0
2018-09-04 18:00:00+00:00,0.9,6.7,,,236.0
2018-09-04 19:00:00+00:00,0.8,6.7,,,238.0
2018-09-04 20:00:00+00:00,0.8,7.7,,,234.0
2018-09-04 21:00:00+00:00,0.8,6.5,,,236.0
2018-09-04 22:00:00+00:00,0.9,7.7,,,236.0
2018-09-04 23:00:00+00:00,0.8,8.0,,,240.0
2018-09-05 00:00:00+00:00,0.9,7.7,,,236.0
2018-09-05 01:00:00+00:00,0.8,8.3,,,236.0
2018-09-05 02:00:00+00:00,0.8,7.4,,,234.0
2018-09-05 03:00:00+00:00,0.8,8.7,,,232.0
2018-09-05 04:00:00+00:00,0.8,8.7,,,232.0
2018-09-05 05:00:00+00:00,0.8,6.9,,,234.0
2018-09-05 06:00:00+00:00,0.9,8.0,,,236.0
2018-09-05 07:00:00+00:00,0.9,8.0,,,236.0
2018-09-05 08:00:00+00:00,0.8,7.7,,,236.0
2018-09-05 09:00:00+00:00,0.8,8.0,,,232.0
2018-09-05 10:00:00+00:00,0.7,8.3,,,232.0
2018-09-05 11:00:00+00:00,0.8,8.3,,,226.0
2018-09-05 12:00:00+00:00,0.8,8.0,,,230.0
2018-09-05 13:00:00+00:00,0.8,7.7,,,230.0
2018-09-05 14:00:00+00:00,0.7,7.4,,,230.0
2018-09-05 15:00:00+00:00,0.7,8.0,,,228.0
2018-09-05 16:00:00+00:00,0.8,8.0,,,228.0
2018-09-05 17:00:00+00:00,0.7,7.4,,,226.0
2018-09-05 18:00:00+00:00,0.7,8.0,,,230.0
2018-09-05 19:00:00+00:00,0.6,7.7,,,234.0
2018-09-05 20:00:00+00:00,0.7,8.0,,,230.0
2018-09-05 21:00:00+00:00,0.7,7.7,,,230.0
2018-09-05 22:00:00+00:00,0.7,10.5,,,234.0
2018-09-05 23:00:00+00:00,0.7,8.3,,,230.0
2018-09-06 00:00:00+00:00,0.7,6.9,,,226.0
2018-09-06 01:00:00+00:00,0.7,7.4,,,228.0
2018-09-06 02:00:00+00:00,0.8,7.1,,,230.0
2018-09-06 03:00:00+00:00,0.7,10.5,,,226.0
2018-09-06 04:00:00+00:00,0.7,7.4,,,228.0
2018-09-06 05:00:00+00:00,0.8,7.7,,,230.0
2018-09-06 06:00:00+00:00,0.8,9.1,,,230.0
2018-09-06 07:00:00+00:00,0.8,9.1,,,226.0
2018-09-06 08:00:00+00:00,0.8,7.1,,,230.0
2018-09-06 09:00:00+00:00,0.8,8.7,,,228.0
2018-09-06 10:00:00+00:00,0.8,9.5,,,226.0
2018-09-06 11:00:00+00:00,0.7,10.5,,,228.0
2018-09-06 12:00:00+00:00,0.7,9.1,,,228.0
2018-09-06 13:00:00+00:00,0.7,9.5,,,224.0
2018-09-06 14:00:00+00:00,0.7,9.5,,,230.0
2018-09-06 15:00:00+00:00,0.7,7.7,,,230.0
2018-09-06 16:00:00+00:00,0.7,9.5,,,234.0
2018-09-06 17:00:00+00:00,0.8,9.5,,,232.0
2018-09-06 18:00:00+00:00,0.7,8.7,,,232.0
