date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2018-08-26 12:50:00+00:00,0.71,5.88,4.76,,231.0
2018-08-26 13:50:00+00:00,0.69,5.88,4.94,,262.0
2018-08-26 14:50:00+00:00,0.58,5.88,4.84,,265.0
2018-08-26 15:50:00+00:00,0.55,5.56,4.84,,260.0
2018-08-26 16:50:00+00:00,0.54,5.88,4.75,,273.0
2018-08-26 17:50:00+00:00,0.52,5.56,4.44,,263.0
2018-08-26 18:50:00+00:00,0.5,7.69,4.78,,291.0
2018-08-26 19:50:00+00:00,0.53,6.25,4.86,,303.0
2018-08-26 20:50:00+00:00,0.52,6.67,4.76,,295.0
2018-08-26 21:50:00+00:00,0.52,5.88,4.74,,310.0
2018-08-26 22:50:00+00:00,0.58,4.76,4.69,,284.0
2018-08-26 23:50:00+00:00,0.59,7.14,4.85,,302.0
2018-08-27 00:50:00+00:00,0.53,6.25,4.91,,302.0
2018-08-27 01:50:00+00:00,0.51,6.25,5.0,,300.0
2018-08-27 02:50:00+00:00,0.5,8.33,5.31,,290.0
2018-08-27 03:50:00+00:00,0.48,7.69,5.15,,285.0
2018-08-27 04:50:00+00:00,0.46,8.33,5.33,,289.0
2018-08-27 05:50:00+00:00,0.45,7.69,5.19,,297.0
2018-08-27 06:50:00+00:00,0.48,8.33,5.25,,287.0
2018-08-27 07:50:00+00:00,0.46,7.69,5.22,,286.0
2018-08-27 08:50:00+00:00,0.52,7.14,5.19,,268.0
2018-08-27 09:50:00+00:00,0.53,6.67,5.16,,264.0
2018-08-27 10:50:00+00:00,0.5,7.14,5.04,,283.0
2018-08-27 11:50:00+00:00,0.49,6.67,5.05,,288.0
2018-08-27 12:50:00+00:00,0.48,7.14,5.19,,308.0
2018-08-27 13:50:00+00:00,0.51,7.14,5.18,,304.0
2018-08-27 14:50:00+00:00,0.49,7.69,5.4,,290.0
2018-08-27 15:50:00+00:00,0.42,6.67,5.32,,294.0
2018-08-27 16:50:00+00:00,0.46,7.14,5.67,,298.0
2018-08-27 17:50:00+00:00,0.43,7.14,5.41,,302.0
2018-08-27 18:50:00+00:00,0.45,7.14,5.54,,315.0
2018-08-27 19:50:00+00:00,0.47,6.25,5.61,,318.0
2018-08-27 20:50:00+00:00,0.44,6.67,5.21,,308.0
2018-08-27 21:50:00+00:00,0.5,6.67,5.18,,312.0
2018-08-27 22:50:00+00:00,0.48,6.25,4.93,,303.0
2018-08-28 00:50:00+00:00,0.51,7.14,4.27,,304.0
2018-08-28 01:50:00+00:00,0.54,7.69,4.28,,294.0
2018-08-28 02:50:00+00:00,0.55,7.69,4.69,,293.0
2018-08-28 03:50:00+00:00,0.55,8.33,4.98,,289.0
2018-08-28 04:50:00+00:00,0.6,7.69,5.27,,297.0
2018-08-28 05:50:00+00:00,0.65,8.33,5.63,,299.0
2018-08-28 06:50:00+00:00,0.66,7.69,5.53,,297.0
2018-08-28 07:50:00+00:00,0.65,6.67,5.2,,297.0
2018-08-28 08:50:00+00:00,0.73,7.69,5.0,,294.0
2018-08-28 09:50:00+00:00,0.74,7.69,4.77,,302.0
2018-08-28 10:50:00+00:00,0.75,5.88,4.35,,281.0
2018-08-28 11:50:00+00:00,0.84,6.67,4.55,,282.0
2018-08-28 12:50:00+00:00,0.8,7.69,4.61,,296.0
2018-08-28 13:50:00+00:00,0.78,7.69,4.44,,282.0
2018-08-28 14:50:00+00:00,0.81,7.69,4.16,,270.0
2018-08-28 15:50:00+00:00,0.82,7.69,4.11,,269.0
2018-08-28 16:50:00+00:00,0.69,7.69,4.42,,294.0
2018-08-28 17:50:00+00:00,0.71,7.69,4.74,,307.0
2018-08-28 18:50:00+00:00,0.7,7.69,4.69,,310.0
