date_time,sea_surface_wave_significant_height (m),sea_surface_wave_peak_period (s),sea_surface_wave_mean_period (s),sea_water_temperature (c),sea_surface_wave_to_direction (degree)
2018-08-26 12:00:00+00:00,0.49,2.63,2.65,,292.0
2018-08-26 14:30:00+00:00,0.45,2.94,2.77,,328.0
2018-08-26 16:00:00+00:00,0.43,3.85,2.97,,347.0
2018-08-26 16:30:00+00:00,0.46,3.85,3.08,,340.0
2018-08-26 18:00:00+00:00,0.42,4.35,3.16,,352.0
2018-08-26 20:30:00+00:00,0.35,4.35,3.32,,348.0
2018-08-26 21:00:00+00:00,0.31,4.17,3.22,,1.0
2018-08-27 00:00:00+00:00,0.47,2.78,2.85,,335.0
2018-08-27 00:30:00+00:00,0.46,3.7,2.77,,345.0
2018-08-27 01:00:00+00:00,0.47,3.7,2.84,,341.0
2018-08-27 03:00:00+00:00,0.33,4.35,2.91,,342.0
2018-08-27 03:30:00+00:00,0.34,4.0,2.81,,347.0
2018-08-27 04:30:00+00:00,0.34,2.27,2.51,,252.0
2018-08-27 05:00:00+00:00,0.35,2.33,2.47,,247.0
2018-08-27 06:00:00+00:00,0.34,2.33,2.49,,252.0
2018-08-27 07:00:00+00:00,0.39,2.38,2.46,,259.0
2018-08-27 07:30:00+00:00,0.46,2.56,2.56,,259.0
2018-08-27 08:30:00+00:00,0.52,3.03,2.67,,275.0
2018-08-27 09:00:00+00:00,0.53,2.86,2.64,,278.0
2018-08-27 09:30:00+00:00,0.57,2.86,2.69,,288.0
2018-08-27 10:00:00+00:00,0.55,2.86,2.72,,283.0
2018-08-27 10:30:00+00:00,0.56,2.94,2.73,,293.0
2018-08-27 11:30:00+00:00,0.54,2.86,2.69,,288.0
2018-08-27 13:30:00+00:00,0.51,2.94,2.71,,295.0
2018-08-27 14:00:00+00:00,0.48,2.86,2.69,,296.0
2018-08-27 14:30:00+00:00,0.47,2.78,2.7,,292.0
2018-08-27 15:00:00+00:00,0.41,2.63,2.67,,288.0
2018-08-27 16:00:00+00:00,0.35,2.5,2.69,,283.0
2018-08-27 17:00:00+00:00,0.3,4.35,2.91,,352.0
2018-08-27 18:30:00+00:00,0.29,4.17,3.16,,352.0
2018-08-27 20:00:00+00:00,0.26,4.35,3.56,,354.0
2018-08-27 20:30:00+00:00,0.25,4.0,3.68,,345.0
2018-08-27 23:00:00+00:00,0.58,2.7,2.69,,311.0
2018-08-27 23:30:00+00:00,0.59,3.12,2.94,,307.0
2018-08-28 00:00:00+00:00,0.58,3.57,3.04,,323.0
2018-08-28 00:30:00+00:00,0.46,3.57,3.01,,325.0
