,0
lon,-78.918300000000002
station_code,8661070
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8661070
lat,33.655000000000001
station_name,"Springmaid Pier, SC"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8661070:C1
