,0
lon,-82.552800000000005
station_code,8726607
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8726607
lat,27.857800000000001
station_name,"Old Port Tampa, FL"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8726607:C1
