,0
lon,-81.8078
station_code,8724580
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8724580
lat,24.555800000000001
station_name,"Key West, FL"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8724580:C1
