,0
lon,-81.634200000000007
station_code,8720503
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8720503
lat,29.9817
station_name,urn:ioos:station:NOAA.NOS.CO-OPS:8720503
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8720503:C1
