,0
lon,-80.593100000000007
station_code,8721604
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8721604
lat,28.415800000000001
station_name,"Trident Pier, Port Canaveral, FL"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8721604:C1
