,0
lon,-75.7042
station_code,8654467
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8654467
lat,35.208599999999997
station_name,"USCG Station Hatteras, NC"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8654467:C1
