date_time,wind_speed (m/s)
2016-09-26 12:00:00,2.9
2016-09-26 12:06:00,2.3
2016-09-26 12:12:00,3.1
2016-09-26 12:18:00,2.8
2016-09-26 12:24:00,3.7
2016-09-26 12:30:00,3.9
2016-09-26 12:36:00,3.8
2016-09-26 12:42:00,3.4
2016-09-26 12:48:00,3.4
2016-09-26 12:54:00,2.6
2016-09-26 13:00:00,3.7
2016-09-26 13:06:00,4.4
2016-09-26 13:12:00,4.1
2016-09-26 13:18:00,3.7
2016-09-26 13:24:00,4.6
2016-09-26 13:30:00,4.5
2016-09-26 13:36:00,4.9
2016-09-26 13:42:00,6.3
2016-09-26 13:48:00,4.2
2016-09-26 13:54:00,2.7
2016-09-26 14:00:00,3.9
2016-09-26 14:06:00,3.9
2016-09-26 14:12:00,4.2
2016-09-26 14:18:00,3.2
2016-09-26 14:24:00,3.9
2016-09-26 14:30:00,2.4
2016-09-26 14:36:00,4.0
2016-09-26 14:42:00,3.5
2016-09-26 14:48:00,4.2
2016-09-26 14:54:00,3.9
2016-09-26 15:00:00,4.2
2016-09-26 15:06:00,5.1
2016-09-26 15:12:00,3.4
2016-09-26 15:18:00,4.3
2016-09-26 15:24:00,5.1
2016-09-26 15:30:00,4.5
2016-09-26 15:36:00,5.0
2016-09-26 15:42:00,4.6
2016-09-26 15:48:00,5.9
2016-09-26 15:54:00,6.2
2016-09-26 16:00:00,6.1
2016-09-26 16:06:00,5.7
2016-09-26 16:12:00,5.9
2016-09-26 16:18:00,6.0
2016-09-26 16:24:00,4.8
2016-09-26 16:30:00,5.4
2016-09-26 16:36:00,5.0
2016-09-26 16:42:00,4.2
2016-09-26 16:48:00,4.9
2016-09-26 16:54:00,4.6
2016-09-26 17:00:00,4.0
2016-09-26 17:06:00,3.7
2016-09-26 17:12:00,4.1
2016-09-26 17:18:00,4.9
2016-09-26 17:24:00,4.0
2016-09-26 17:30:00,3.6
2016-09-26 17:36:00,3.7
2016-09-26 17:42:00,3.4
2016-09-26 17:48:00,4.1
2016-09-26 17:54:00,3.9
2016-09-26 18:00:00,4.2
2016-09-26 18:06:00,4.7
2016-09-26 18:12:00,5.0
2016-09-26 18:18:00,3.5
2016-09-26 18:24:00,3.8
2016-09-26 18:30:00,4.6
2016-09-26 18:36:00,4.7
2016-09-26 18:42:00,3.9
2016-09-26 18:48:00,5.0
2016-09-26 18:54:00,3.6
2016-09-26 19:00:00,4.0
2016-09-26 19:06:00,2.5
2016-09-26 19:12:00,4.5
2016-09-26 19:18:00,3.7
2016-09-26 19:24:00,3.2
2016-09-26 19:30:00,3.6
2016-09-26 19:36:00,1.8
2016-09-26 19:42:00,3.9
2016-09-26 19:48:00,3.4
2016-09-26 19:54:00,3.2
2016-09-26 20:00:00,1.9
2016-09-26 20:06:00,4.1
2016-09-26 20:12:00,3.7
2016-09-26 20:18:00,4.0
2016-09-26 20:24:00,2.7
2016-09-26 20:30:00,3.3
2016-09-26 20:36:00,2.8
2016-09-26 20:42:00,3.4
2016-09-26 20:48:00,2.5
2016-09-26 20:54:00,3.2
2016-09-26 21:00:00,2.9
2016-09-26 21:06:00,2.9
2016-09-26 21:12:00,2.3
2016-09-26 21:18:00,2.3
2016-09-26 21:24:00,3.1
2016-09-26 21:30:00,2.7
2016-09-26 21:36:00,2.0
2016-09-26 21:42:00,2.6
2016-09-26 21:48:00,3.0
2016-09-26 21:54:00,2.9
2016-09-26 22:00:00,2.7
2016-09-26 22:06:00,2.3
2016-09-26 22:12:00,2.3
2016-09-26 22:18:00,2.7
2016-09-26 22:24:00,2.8
2016-09-26 22:30:00,2.2
2016-09-26 22:36:00,2.0
2016-09-26 22:42:00,2.1
2016-09-26 22:48:00,2.0
2016-09-26 22:54:00,1.9
2016-09-26 23:00:00,2.1
2016-09-26 23:06:00,2.8
2016-09-26 23:12:00,2.3
2016-09-26 23:18:00,2.7
2016-09-26 23:24:00,3.0
2016-09-26 23:30:00,3.2
2016-09-26 23:36:00,2.8
2016-09-26 23:42:00,3.3
2016-09-26 23:48:00,2.3
2016-09-26 23:54:00,2.4
2016-09-27 00:00:00,2.4
2016-09-27 00:06:00,2.1
2016-09-27 00:12:00,1.4
2016-09-27 00:18:00,1.8
2016-09-27 00:24:00,1.5
2016-09-27 00:30:00,2.5
2016-09-27 00:36:00,2.1
2016-09-27 00:42:00,2.7
2016-09-27 00:48:00,2.2
2016-09-27 00:54:00,2.3
2016-09-27 01:00:00,2.6
2016-09-27 01:06:00,2.7
2016-09-27 01:12:00,3.3
2016-09-27 01:18:00,2.6
2016-09-27 01:24:00,2.4
2016-09-27 01:30:00,2.6
2016-09-27 01:36:00,2.9
2016-09-27 01:42:00,3.0
2016-09-27 01:48:00,3.2
2016-09-27 01:54:00,3.5
2016-09-27 02:00:00,3.3
2016-09-27 02:06:00,3.1
2016-09-27 02:12:00,3.0
2016-09-27 02:18:00,3.1
2016-09-27 02:24:00,4.8
2016-09-27 02:30:00,4.5
2016-09-27 02:36:00,5.3
2016-09-27 02:42:00,3.4
2016-09-27 02:48:00,3.4
2016-09-27 02:54:00,4.8
2016-09-27 03:00:00,3.6
