,0
lon,-61.820599999999999
station_code,9761115
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:9761115
lat,17.590800000000002
station_name,"Barbuda, Antigua and Barbuda"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9761115:C1
