,0
lon,-80.034199999999998
station_code,8722670
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8722670
lat,26.6128
station_name,"Lake Worth Pier, Atlantic Ocean, FL"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8722670:C1
