,0
lon,-80.901700000000005
station_code,8670870
standard_name,wind_speed
units,m/s
depth,
station,urn:ioos:station:NOAA.NOS.CO-OPS:8670870
lat,32.036700000000003
station_name,"Fort Pulaski, GA"
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8670870:C1
