,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:2695540
station_name,"Bermuda, St. Georges Island, Bermuda"
station_code,2695540
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:2695540:C1
lon,-64.7033
lat,32.3734
depth,
standard_name,wind_speed
units,m/s
