,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8658163
station_name,"Wrightsville Beach, NC"
station_code,8658163
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8658163:C1
lon,-77.7867
lat,34.2133
depth,
standard_name,wind_speed
units,m/s
