,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:8654467
station_name,"USCG Station Hatteras, NC"
station_code,8654467
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:8654467:C1
lon,-75.7042
lat,35.2086
depth,
standard_name,wind_speed
units,m/s
