,0
station,urn:ioos:station:NOAA.NOS.CO-OPS:9751364
station_name,"Christiansted Harbor, St Croix, VI"
station_code,9751364
sensor,urn:ioos:sensor:NOAA.NOS.CO-OPS:9751364:C1
lon,-64.705
lat,17.75
depth,
standard_name,wind_speed
units,m/s
